,Expt,ClogP,Polarizability,Name,smiles
996,-0.74,-1.51,80.124,L-asparagine,NC(=O)CC(N)C(=O)O
997,1.08,-0.51,69.81,beta-aminobutyric acid,CC(N)CC(=O)O
998,-0.09,-1.23,74.117,threonine,CC(O)C(N)C(=O)O
999,-0.31,-1.15,56.292,2-cyanoguanidine,N#CN=C(N)N
1000,-2.92,-1.73,117.003,phthalamide,NC(=O)c1ccccc1C(N)=O
1001,-1.76,1.41,98.512,salicylamide,NC(=O)c1ccccc1O
1002,-0.96,0.74,94.205,benzamide,NC(=O)c1ccccc1
1003,0.61,-0.11,88.384,nicotinamide,NC(=O)c1cccnc1
1004,-0.91,-0.37,82.56299999999997,2-pyrazinecarboxamide,NC(=O)c1cnccn1
1005,1.58,-1.23,40.535,acetamide,CC(N)=O
1006,0.96,-0.78,52.363,acrylamide,C=CC(N)=O
1007,0.96,-2.11,37.777,urea,NC(N)=O
1008,0.1,0.55,82.294,o-t-butyl carbamate,CC(C)(C)OC(N)=O
1009,-0.35,1.2,110.996,o-benzyl carbamate,NC(=O)OCc1ccccc1
1010,-1.67,0.7,146.851,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
1011,-0.8,1.08,94.778,carbamic acid,CC(C)(C)COC(N)=O
1012,-3.3,3.04,132.23,n-octyl carbamate,CCCCCCCCOC(N)=O
1013,-2.62,2.51,119.746,n-heptyl carbamate,CCCCCCCOC(N)=O
1014,-1.92,1.98,107.262,n-hexyl carbamate,CCCCCCOC(N)=O
1015,-1.47,1.44,94.778,n-amyl carbamate,CCCCCOC(N)=O
1016,-0.66,0.91,82.294,o-butyl carbamate,CCCCOC(N)=O
1017,0.85,-0.15,57.326,o-ethyl carbamate,CCOC(N)=O
1018,-0.3,0.73,82.294,o-isobutyl carbamate,CC(C)COC(N)=O
1019,-0.99,0.55,161.369,methocarbamol,COc1ccccc1OCC(O)COC(N)=O
1020,0.97,-0.68,44.842,o-methyl carbamate,COC(N)=O
1021,-3.78,5.33,189.634,mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C
1022,-2.24,0.72,110.996,2-hydroxyacetanilide,CC(=O)Nc1ccccc1O
1023,-2.09,1.54,119.173,3-methylacetanilide,CC(=O)Nc1cccc(C)c1
1026,-1.58,1.25,119.761,4-formylacetanilide,CC(=O)Nc1ccc(C=O)cc1
1027,-0.98,0.0805,116.415,4-aminoacetanilide,CC(=O)Nc1ccc(N)cc1
1028,-2.37,1.63,135.964,phenacetin,CCOc1ccc(NC(C)=O)cc1
1029,-2.17,0.92,133.20600000000002,dulcin,CCOc1ccc(NC(N)=O)cc1
1030,-1.3,1.09,123.48,4-methoxyacetanilide,COc1ccc(NC(C)=O)cc1
1031,-1.91,0.6,136.55200000000002,p-acetoxy-acetanilide,CC(=O)Nc1ccc(OC(C)=O)cc1
1032,-1.03,0.34,110.996,4-hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1
1033,-3.51,2.97,147.287,diphenylamine,c1ccc(Nc2ccccc2)cc1
1034,-0.68,1.15,94.205,formanilide,O=CNc1ccccc1
1035,-3.59,3.27,164.666,salicylanilide,O=C(Nc1ccccc1)c1ccccc1O
1036,-3.3,2.24,152.838,fenfuram,Cc1occc1C(=O)Nc1ccccc1
1037,-2.56,2.52,165.97799999999995,pyracarbolid,CC1=C(C(=O)Nc2ccccc2)CCCO1
1038,-1.92,1.61,119.173,propionanilide,CCC(=O)Nc1ccccc1
1039,-1.33,1.08,106.689,acetanilide,CC(=O)Nc1ccccc1
1040,-3.15,2.86,170.085,carbanilide,O=C(Nc1ccccc1)Nc1ccccc1
1041,-3.01,2.69,167.239,isonoruron,CN(C)C(=O)NC1CC2CC1C1CCCC21
1042,-2.36,2.99,155.835,cycluron,CN(C)C(=O)NC1CCCCCCC1
1043,-4.11,3.66,184.537,siduron,CC1CCCCC1NC(=O)Nc1ccccc1
1045,-3.24,2.91,165.09099999999995,terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1
1046,-1.22,0.0146,181.442,salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
1047,-0.95,0.73,116.415,benzylurea,NC(=O)NCc1ccccc1
1048,-1.44,2.76,114.851,n-dibutylamine,CCCCNCCCC
1049,-0.46,1.69,89.883,dipropylamine,CCCNCCC
1052,-1.7,2.13,106.101,N-ethylaniline,CCNc1ccccc1
1053,-3.02,2.53,161.186,ethirimol,CCCCc1c(C)nc(NCC)nc1O
1054,-1.83,1.52,171.24599999999995,carbetamide,CCNC(=O)C(C)OC(=O)Nc1ccccc1
1055,-1.51,-1.85,73.059,quanidinoacetic acid,N=C(N)NCC(=O)O
1056,-1.68,0.31,124.068,hippuric acid,O=C(O)CNC(=O)c1ccccc1
1058,-2.88,2.47,110.996,N-methylanthranilic acid,CNc1ccccc1C(=O)O
1059,-1.28,1.6,93.617,N-methylaniline,CNc1ccccc1
1060,1.13,-1.23,50.261,N-methylurea,CNC(N)=O
1061,-2.8,1.76,158.457,carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2
1062,-3.28,2.4,152.838,carbaryl,CNC(=O)Oc1cccc2ccccc12
1063,-1.57,0.57,150.28,dioxacarb,CNC(=O)Oc1ccccc1C1OCCO1
1064,-2.86,2.5,148.44799999999995,isoprocarb,CNC(=O)Oc1ccccc1C(C)C
1065,-2.05,1.6,152.755,propoxur,CNC(=O)Oc1ccccc1OC(C)C
1067,-2.58,2.09,135.964,XMC,CNC(=O)Oc1cc(C)cc(C)c1
1068,-1.8,1.63,123.48,m-tolyl methylcarbamate,CNC(=O)Oc1cccc(C)c1
1069,-1.8,1.17,110.996,metolcarb,CNC(=O)Oc1ccccc1
1070,-2.08,2.56,152.607,atratone,CCNc1nc(NC(C)C)nc(OC)n1
1071,-2.48,2.91,165.09099999999995,prometon,COc1nc(NC(C)C)nc(NC(C)C)n1
1072,-0.42,1.05,135.376,ephedrine,CNC(C)C(O)c1ccccc1
1073,-2.27,0.84,173.43099999999995,dibenzamid,O=C(NC(=O)c1ccccc1)c1ccccc1
1074,-0.9,-0.94,63.333,1-acetylurea,CC(=O)NC(N)=O
1075,0.07,1.25,90.859,phenyl hydrazine,NNc1ccccc1
1076,1.34,-1.05,37.189,methyl hydrazine,CNN
1077,0.01,-0.89,98.11,isoniazid,NNC(=O)c1ccncc1
1078,-2.33,0.13,113.657,4-phenylsemicarbazide,NNC(=O)Nc1ccccc1
1079,-2.92,2.94,157.013,hydrazobenzene,c1ccc(NNc2ccccc2)cc1
1080,-2.46,1.03,169.227,isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1
1081,-0.74,0.79,85.44,phenylhydroxylamine,ONc1ccccc1
1082,-3.04,2.4,173.416,ibuproxam,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
1083,1.12,-1.8,42.084,hydroxyurea,NC(=O)NO
1084,-0.2,-1.14,105.092,daminozide,CN(C)NC(=O)CCC(=O)O
1085,-3.75,3.13,154.53799999999995,diphenylnitrosamine,O=NN(c1ccccc1)c1ccccc1
1086,-0.96,0.5,69.99600000000001,1-nitroso-1-ethylurea,CCN(N=O)C(N)=O
1087,-0.85,-0.0309,57.512,1-nitroso-1-methylurea,CN(N=O)C(N)=O
1088,-4.45,3.82,150.231,azobenzene,c1ccc(N=Nc2ccccc2)cc1
1090,-4.6,4.12,135.086,dibenzofuran,c1ccc2c(c1)oc1ccccc12
1093,-3.66,1.93,144.944,methoxsalen,COc1c2occc2cc2ccc(=O)oc12
1094,-4.31,3.87,184.871,osthole,COc1ccc2ccc(=O)oc2c1CC=C(C)C
1095,-1.89,1.39,106.316,coumarin,O=c1ccc2ccccc2o1
1099,-5.31,4.38,139.393,dibenzo-p-dioxine,c1ccc2c(c1)Oc1ccccc1O2
1100,-1.64,2.82,120.836,eucalyptol,CC12CCC(CC1)C(C)(C)O2
1103,-3.09,1.6,176.338,santonin,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
1104,-0.27,-0.46,105.658,endothall,O=C(O)C1C2CCC(O2)C1C(=O)O
1109,-1.39,1.6,95.076,phthalic anhydride,O=C1OC(=O)c2ccccc21
1112,0.64,-1.47,99.217,fructose,OCC1OC(O)(CO)C(O)C1O
1113,-0.1,0.73,64.47399999999999,furfural,O=Cc1ccco1
1114,-0.48,0.64,68.781,2-furoic acid,O=C(O)c1ccco1
1115,0.64,-0.33,99.217,fructose,OCC1(O)OCC(O)C(O)C1O
1116,-1.89,0.63,128.07,meconin,COc1ccc2c(c1OC)C(=O)OC2
1118,-1.9,0.54,128.726,meconin,COC1=C(OC)C2C(=O)OCC2C=C1
1119,1.07,-0.76,53.302,gamma-butyrolactone,O=C1CCCO1
1120,0.56,0.33,52.714,tetrahydrofuran,C1CCOC1
1121,-0.03,0.89,65.19800000000001,tetrahydropyran,C1CCOCC1
1122,1.05,-0.83,57.021,3-hydroxytetrahydrofuran,OC1CCOC1
1123,-1.63,1.05,98.795,piperonal,O=Cc1ccc2c(c1)OCO2
1124,-1.6,1.61,93.9,styrene oxide,c1ccc(C2CO2)cc1
1125,-0.59,0.13,40.23,propylene oxide,CC1CO1
1127,0.11,0.82,65.19800000000001,2-methyltetrahydrofuran,CC1CCCO1
1131,-0.82,1.38,51.402,furan,c1ccoc1
1135,0.74,-1.88,99.217,glucose,OCC1OC(O)C(O)C(O)C1O
1136,0.39,-0.83,82.426,L-arabinose,OC1COC(O)C(O)C1O
1139,-1.99,2.13,117.117,camphor,CC12CCC(CC1=O)C2(C)C
1140,-5.19,3.38,156.923,anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21
1141,-1.85,2.13,117.117,d-fenchone,CC12CCC(C1)C(C)(C)C2=O
1148,-1.72,1.19,118.649,acetylsalicylic acid,CC(=O)Oc1ccccc1C(=O)O
1149,-1.06,2.07,110.759,isophorone,CC1=CC(=O)CC(C)(C)C1
1152,-0.6,0.76,73.96300000000002,cyclohexanone,O=C1CCCCC1
1153,-1.87,1.25,86.447,3-methylcyclohexanone,CC1CCCC(=O)C1
1154,-2.06,2.26,122.587,L-carvone,C=C(C)C1CC=C(C)C(=O)C1
1155,-4.11,1.57,166.261,pindone,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
1156,-4.85,5.13,166.83599999999996,ditolyl ether,Cc1cccc(Oc2cccc(C)c2)c1
1157,-0.94,1.25,86.447,2-methylcyclohexanone,CC1CCCCC1=O
1158,-2.18,2.47,123.243,l-dihydrocarvone,C=C(C)C1CCC(C)C(=O)C1
1159,-2.49,2.63,123.899,l-menthone,CC1CCC(C(C)C)C(=O)C1
1160,-3.96,4.21,141.868,diphenyl ether,c1ccc(Oc2ccccc2)cc1
1161,-3.15,3.55,159.247,phenyl salicylate,O=C(Oc1ccccc1)c1ccccc1O
1162,-2.85,3.59,154.94,benzoin,O=C(Oc1ccccc1)c1ccccc1
1163,-0.99,0.27,73.23899999999998,"2,5-cyclohexadiene-1,4-dione",O=C1C=CC(=O)C=C1
1164,-3.03,2.38,127.565,menadione,CC1=CC(=O)c2ccccc2C1=O
1168,-1.67,2.24,103.238,cyclohexanol acetate,CC(=O)OC1CCCCC1
1169,-3.12,3.18,150.63299999999995,benzophenone,O=C(c1ccccc1)c1ccccc1
1170,-1.63,1.57,106.301,"5,5-dimethyl-2,4-hexadione",CC(=O)CC(=O)C(C)(C)C
1171,-0.72,1.07,80.745,"3,3-dimethyl-2-butanone",CC(=O)C(C)(C)C
1172,-3.31,3.56,130.681,2-decanone,CCCCCCCCC(C)=O
1173,-2.58,3.03,118.197,2-nonanone,CCCCCCCC(C)=O
1174,-2.05,2.5,105.713,2-octanone,CCCCCCC(C)=O
1175,-1.42,1.97,93.229,2-heptanone,CCCCCC(C)=O
1176,-2.59,3.03,118.197,5-nonanone,CCCCC(=O)CCCC
1177,-1.56,1.93,106.301,"2,4-octadione",CCCCC(=O)CC(C)=O
1178,-0.8,1.44,80.745,2-hexanone,CCCCC(C)=O
1180,-1.3,1.97,93.229,4-heptanone,CCCC(=O)CCC
1181,-0.83,1.44,80.745,3-Hexanone,CCCC(=O)CC
1182,-0.19,0.91,68.26100000000001,2-pentanone,CCCC(C)=O
1183,-0.83,1.1,80.089,1-hexen-3-one,C=CC(=O)CCC
1184,-1.33,1.78,93.229,5-methyl-2-hexanone,CC(=O)CCC(C)C
1185,-1.83,2.2,109.447,propiophenone,CCC(=O)c1ccccc1
1186,-0.28,0.91,68.26100000000001,3-pentanone,CCC(=O)CC
1187,0.52,0.37,55.777,2-butanone,CCC(C)=O
1188,-1.6,1.75,106.301,"6-methyl-2,4-heptadione",CC(=O)CC(=O)CC(C)C
1189,-1.42,1.25,80.745,4-methyl-2-pentanone,CC(=O)CC(C)C
1190,0.22,0.34,68.84899999999999,"2,4-pentanedione",CC(=O)CC(C)=O
1191,-1.28,1.66,96.963,acetophenone,CC(=O)c1ccccc1
1192,-0.24,1.15,71.98,methyl t-butyl ether,COC(C)(C)C
1193,-0.88,1.75,106.301,"3-propyl-2,4-pentadione",CCCC(C(C)=O)C(C)=O
1194,-0.67,1.25,80.745,3-methyl-2-pentanone,CCC(C)C(C)=O
1195,-0.12,0.72,68.26100000000001,3-methyl-2-butanone,CC(=O)C(C)C
1196,-1.3,1.6,93.229,"2,4-dimethyl-3-pentanone",CC(C)C(=O)C(C)C
1201,-2.46,2.83,110.02,hexyl acetate,CCCCCCOC(C)=O
1203,-1.28,2.83,110.02,ethyl butyrate,CCCCCOC(=O)CC
1204,-1.89,2.3,97.536,amyl acetate,CCCCCOC(C)=O
1205,-1.85,3.11,109.432,dibutyl ether,CCCCOCCCC
1206,-0.99,1.51,71.98,methyl butyl ether,CCCCOC
1207,-1.37,1.36,72.568,butyl acetate,CCCCOC=O
1210,-2.72,3.46,143.029,butyl-p-hydroxybenzoate,CCCCOC(=O)c1ccc(O)cc1
1211,-3.48,3.79,138.722,butyl benzoate,CCCCOC(=O)c1ccccc1
1213,-1.24,1.77,85.052,butyl acetate,CCCCOC(C)=O
1214,-1.62,2.04,84.464,dipropyl ether,CCCOCCC
1215,-0.66,1.51,71.98,ethyl propyl ether,CCCOCC
1216,-0.39,0.98,59.496,methyl propyl ether,CCCOC
1217,-0.49,0.83,60.084,propyl formate,CCCOC=O
1218,-1.78,2.6,139.159,propyl gallate,CCCOC(=O)c1cc(O)c(O)c(O)c1
1219,-2.67,3.26,126.238,propyl benzoate,CCCOC(=O)c1ccccc1
1220,-1.92,2.3,97.536,propyl butyrate,CCCOC(=O)CCC
1221,-0.82,1.77,85.052,methyl butyrate,CCCOC(=O)CC
1222,-0.72,1.24,72.568,propyl acetate,CCCOC(C)=O
1223,-1.52,1.71,85.052,isopentyl formate,CC(C)CCOC=O
1224,-3.16,4.18,155.513,isoamyl salicylate,CC(C)CCOC(=O)c1ccccc1O
1225,-1.92,2.12,97.536,isoamyl acetate,CC(=O)OCCC(C)C
1226,-0.77,0.62,88.771,"1,2-diethoxyethane",CCOCCOCC
1227,-0.71,1.16,104.989,2-phenoxyethanol,OCCOc1ccccc1
1228,-0.42,0.8,88.771,2-butoxyethanol,CCCCOCCO
1229,-2.33,2.67,100.682,phenetole,CCOc1ccccc1
1230,-0.09,0.98,59.496,diethyl ether,CCOCC
1231,-0.85,1.04,58.84,ethyl vinyl ether,C=COCC
1232,0.15,0.3,47.6,ethyl formate,CCOC=O
1233,-2.35,2.7,156.101,diethyl phthalate,CCOC(=O)c1ccccc1C(=O)OCC
1234,-2.35,2.4,118.061,ethyl p-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1
1235,-2.32,2.73,113.754,ethyl benzoate,CCOC(=O)c1ccccc1
1236,-4.1,4.96,159.95600000000005,ethyl caprinate,CCCCCCCCCC(=O)OCC
1237,-3.8,4.43,147.472,ethyl nonanoate,CCCCCCCCC(=O)OCC
1238,-3.39,3.9,134.988,ethyl caprylate,CCCCCCCC(=O)OCC
1239,-2.71,3.37,122.504,ethyl heptylate,CCCCCCC(=O)OCC
1240,-2.31,2.83,110.02,ethyl capronate,CCCCCC(=O)OCC
1241,-1.75,2.3,97.536,ethyl valerate,CCCCC(=O)OCC
1242,-1.28,1.77,85.052,ethyl butyrate,CCCC(=O)OCC
1243,-0.96,1.26,114.915,diethyl succinate,CCOC(=O)CCC(=O)OCC
1244,-0.66,1.24,72.568,ethyl propionate,CCOC(=O)CC
1245,-0.82,0.7,102.431,diethyl malonate,CCOC(=O)CC(=O)OCC
1246,-0.04,0.71,60.084,ethyl acetate,CCOC(C)=O
1247,-0.74,1.32,71.91199999999998,ethyl acrylate,C=CC(=O)OCC
1248,-3.0,2.71,138.066,ethyl cinnamate,CCOC(=O)C=Cc1ccccc1
1250,-3.13,3.29,179.757,diallyl phthalate,C=CCOC(=O)c1ccccc1C(=O)OCC=C
1251,-1.01,1.18,72.568,isobutyl formate,CC(C)COC=O
1253,-1.21,1.59,85.052,isobutyl acetate,CC(=O)OCC(C)C
1254,-1.21,2.2,96.88,isobutyl acrylate,C=CC(=O)OCC(C)C
1256,-1.1,1.34,105.577,phenoxyacetic acid,O=C(O)COc1ccccc1
1257,0.48,-0.27,51.319,dimethoxymethane,COCOC
1258,-1.92,0.63,135.44,opianic acid,COc1ccc(C=O)c(C(=O)O)c1OC
1259,-1.56,2.2,129.30100000000002,eugenol,C=CCc1ccc(O)c(OC)c1
1260,-2.05,1.33,109.884,vanillic acid,COc1cc(C(=O)O)ccc1O
1261,-1.96,1.19,92.505,o-methoxyphenol,COc1ccccc1O
1262,-4.16,3.0,172.387,naprosyn,COc1ccc2cc(C(C)C(=O)O)ccc2c1
1263,-2.92,3.15,124.994,estragole,C=CCc1ccc(OC)cc1
1264,-1.49,1.7,101.27,p-methoxybenzaldehyde,COc1ccc(C=O)cc1
1265,-3.13,3.17,124.994,anethole,CC=Cc1ccc(OC)cc1
1266,-2.41,2.27,118.061,methyl-4-methoxybenzoate,COC(=O)c1ccc(OC)cc1
1267,-1.85,2.13,88.198,anisole,COc1ccccc1
1268,0.58,-0.23,35.116,methyl formate,COC=O
1269,-1.66,1.64,131.13299999999998,dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC
1270,-2.34,2.23,105.577,methyl salicylate,COC(=O)c1ccccc1O
1271,-1.24,1.54,114.191,methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1
1272,-1.78,1.86,105.577,methyl-4-hydroxybenzoate,COC(=O)c1ccc(O)cc1
1273,-1.85,2.2,101.27,methyl benzoate,COC(=O)c1ccccc1
1274,-1.2,1.2,138.14700000000002,dimethyl carbate,COC(=O)C1C2C=CC(C2)C1C(=O)OC
1275,-0.8,1.35,71.91199999999998,methyl methacrylate,C=C(C)C(=O)OC
1276,-4.69,5.49,172.44,methyl laurate,CCCCCCCCCCCC(=O)OC
1277,-4.63,4.43,147.472,methyl caprate,CCCCCCCCCC(=O)OC
1278,-3.38,3.9,134.988,Methyl nonanoate,CCCCCCCCC(=O)OC
1279,-3.39,3.37,122.504,methyl caprylate,CCCCCCCC(=O)OC
1280,-2.0,2.3,97.536,methyl capronate,CCCCCC(=O)OC
1281,-1.36,1.77,85.052,methyl valerate,CCCCC(=O)OC
1282,-0.82,1.24,72.568,methyl butyrate,CCCC(=O)OC
1283,-0.14,0.71,60.084,methyl propionate,CCC(=O)OC
1284,0.52,0.18,47.6,methyl acetate,COC(C)=O
1285,-0.22,0.79,59.428,methyl acrylate,C=CC(=O)OC
1286,-1.19,1.64,84.479,benzaldehyde,O=Cc1ccccc1
1287,-3.17,3.56,118.197,nonanal,CCCCCCCCC=O
1288,-2.36,3.03,105.713,octanal,CCCCCCCC=O
1289,-1.7,2.5,93.229,heptanal,CCCCCCC=O
1290,-1.3,1.97,80.745,hexanal,CCCCCC=O
1291,-0.85,1.44,68.26100000000001,pentanal,CCCCC=O
1292,-0.01,0.91,55.777,butanal,CCCC=O
1293,0.58,0.37,43.293,propanal,CCC=O
1294,-0.6,-0.24,132.29399999999998,glyceryl triacetate,CC(=O)OCC(COC(C)=O)OC(C)=O
1295,-1.34,1.86,84.464,propyl isopropyl ether,CCCOC(C)C
1296,-0.55,1.33,71.98,ethyl isopropyl ether,CCOC(C)C
1297,-0.06,0.8,59.496,methyl isopropyl ether,COC(C)C
1298,-1.1,1.68,84.464,diisopropyl ether,CC(C)OC(C)C
1299,-0.63,0.65,60.084,Isopropyl formate,CC(C)OC=O
1300,-0.55,1.06,72.568,isopropyl acetate,CC(=O)OC(C)C
1301,0.57,-0.01,42.637,acrolein,C=CC=O
1302,-2.13,2.85,105.713,2-ethylhexanal,CCCCC(C=O)CC
1303,-1.52,1.78,80.745,2-ethylbutanal,CCC(C=O)CC
1304,0.32,0.51,55.121,2-butenal,CC=CC=O
1305,-2.06,3.17,129.369,citral,CC(C)=CCCC(C)=CC=O
1306,-2.46,2.66,105.057,2-ethyl-2-hexanal,CCCC=C(C=O)CC
1307,-0.43,1.14,88.771,"1,1-diethoxyethane",CCOC(C)OCC
1308,-2.92,1.96,121.863,"naphthalene-1,5-diol",Oc1cccc2c(O)cccc12
1309,-4.73,3.94,159.398,1-anthranol,Oc1c2ccccc2cc2ccccc12
1310,-2.78,4.1,165.537,alizarin,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
1311,-2.22,2.71,117.556,1-naphthol,Oc1cccc2ccccc12
1327,-1.43,2.4,100.682,"2,3-xylenol",Cc1cccc(O)c1C
1328,-2.05,2.86,113.166,"2,4,6-trimethylphenol",Cc1cc(C)c(O)c(C)c1
1329,-1.16,0.91,101.707,gallic acid,O=C(O)c1cc(O)c(O)c(O)c1
1330,-1.19,2.4,100.682,"2,4-dimethylphenol",Cc1ccc(O)c(C)c1
1331,-1.54,2.4,100.682,"2,5-xylenol",Cc1ccc(C)c(O)c1
1332,-2.22,3.28,125.65,thymol,Cc1ccc(C(C)C)c(O)c1
1333,-2.08,3.28,125.65,carvacrol,Cc1ccc(C(C)C)cc1O
1334,-2.59,3.88,154.925,4-hexylresorcinol,CCCCCCc1ccc(O)cc1O
1335,-1.31,2.4,100.682,"2,6-xylenol",Cc1cccc(C)c1O
1336,-2.39,2.94,141.868,2-phenylphenol,Oc1ccccc1-c1ccccc1
1337,-1.36,2.47,100.682,o-ethylphenol,CCc1ccccc1O
1338,-0.62,1.94,88.198,o-cresol,Cc1ccccc1O
1339,-0.86,1.61,88.786,salicylaldehyde,O=Cc1ccccc1O
1340,-1.82,2.06,93.093,salicylic acid,O=C(O)c1ccccc1O
1341,0.62,0.88,80.021,"1,2-benzenediol",Oc1ccccc1O
1345,-1.99,3.17,118.868,"5,6,7,8-tetrahydro-2-naphthol",Oc1ccc2c(c1)CCCC2
1346,-2.28,2.71,117.556,2-naphthol,Oc1ccc2ccccc2c1
1347,-1.41,2.4,100.682,"3,4-xylenol",Cc1ccc(O)cc1C
1348,-1.4,2.4,100.682,"3,5-dimethylphenol",Cc1cc(C)cc(O)c1
1349,-0.68,1.94,88.198,m-cresol,Cc1cccc(O)c1
1350,0.81,0.76,80.021,"1,3-benzenediol",Oc1cccc(O)c1
1351,-3.48,3.2,141.868,p-phenylphenol,Oc1ccc(-c2ccccc2)cc1
1352,-2.82,3.43,183.627,diphenylolpropane,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
1353,-2.41,3.17,125.65,p-t-butylphenol,CC(C)(C)c1ccc(O)cc1
1354,-0.7,1.94,88.198,p-cresol,Cc1ccc(O)cc1
1357,-0.96,1.39,88.786,p-hydroxybenzaldehyde,O=Cc1ccc(O)cc1
1358,-1.41,1.42,93.093,p-hydroxybenzoic acid,O=C(O)c1ccc(O)cc1
1361,-0.17,0.64,80.021,"1,4-benzenediol",Oc1ccc(O)cc1
1362,0.0,1.48,75.714,phenol,Oc1ccccc1
1363,-1.73,-0.38,151.726,quinhydrone,O=C1C=CC(O)(c2cc(O)ccc2O)C=C1
1364,-2.32,2.71,120.836,borneol,CC1(C)C2CCC1(C)C(O)C2
1381,-0.44,1.34,77.682,cyclohexanol,OC1CCCCC1
1382,-0.88,1.91,90.166,cycloheptanol,OC1CCCCCC1
1383,-1.29,2.47,102.65,cyclooctanol,OC1CCCCCCC1
1384,-0.88,1.83,90.166,4-methylcyclohexanol,CC1CCC(O)CC1
1385,-2.53,3.2,127.618,menthol,CC1CCC(C(C)C)C(O)C1
1387,-0.17,-1.68,94.91,d-quercitol,OC1CC(O)C(O)C(O)C1O
1388,0.35,-2.11,99.217,d-inositol,OC1C(O)C(O)C(O)C(O)C1O
1389,-2.21,3.03,171.731,benzilic acid,O=C(O)C(O)(c1ccccc1)c1ccccc1
1390,-1.27,2.27,109.432,"2,2,3-trimethyl-3-pentanol",CCC(C)(O)C(C)(C)C
1391,-0.72,1.74,96.948,"2,3,3-trimethyl-2-butanol",CC(C)(C)C(C)(C)O
1392,-1.72,2.63,109.432,2-methyl-2-heptanol,CCCCCC(C)(C)O
1393,-1.6,2.63,109.432,3-methyl-3-heptanol,CCCCC(C)(O)CC
1394,-1.08,2.1,96.948,2-methyl-2-hexanol,CCCCC(C)(C)O
1395,-1.0,2.1,96.948,3-methyl-3-hexanol,CCCC(C)(O)CC
1396,-0.49,1.57,84.464,2-methyl-2-pentanol,CCCC(C)(C)O
1397,-1.99,3.28,133.088,linalool,C=CC(C)(O)CCC=C(C)C
1398,-0.85,2.1,96.948,3-ethyl-3-pentanol,CCC(O)(CC)CC
1399,-0.38,1.57,84.464,3-methyl-3-pentanol,CCC(C)(O)CC
1400,0.08,1.04,71.98,2-ethyl-2-propanol,CCC(C)(C)O
1401,-0.92,1.92,96.948,"2,4-dimethyl-2-pentanol",CC(C)CC(C)(C)O
1402,0.51,-1.72,99.149,citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O
1403,-0.89,1.92,96.948,"2,3-dimethyl-2-pentanol",CCC(C)C(C)(C)O
1404,-0.85,1.92,96.948,"2,3-dimethyl-3-pentanol",CCC(C)(O)C(C)C
1405,-0.41,1.39,84.464,"2,3-dimethyl-2-butanol",CC(C)C(C)(C)O
1406,-0.29,0.3,92.505,salicyl alcohol,OCc1ccccc1O
1407,-1.2,1.49,100.682,p-methylbenzyl alcohol,Cc1ccc(CO)cc1
1408,-0.4,1.03,88.198,phenylmethanol,OCc1ccccc1
1409,-1.52,2.1,96.948,"2,2-dimethyl-1-pentanol",CCCC(C)(C)CO
1410,-1.04,1.57,84.464,"2,2-dimethyl-1-butanol",CCC(C)(C)CO
1411,-0.4,1.04,71.98,"2,2-dimethyl-1-propanol",CC(C)(C)CO
1412,-0.74,1.36,100.682,2-phenylethanol,OCCc1ccccc1
1413,-0.5,1.57,84.464,"3,3-dimethyl-1-butanol",CC(C)(C)CCO
1414,-1.38,1.88,113.166,3-phenylpropanol,OCCCc1ccccc1
1415,-1.55,2.1,96.948,"4,4-dimethyl-1-pentanol",CC(C)(C)CCCO
1417,-7.26,7.25,209.304,cetyl alcohol,CCCCCCCCCCCCCCCCO
1418,-6.35,6.72,196.82,1-pentadecanol,CCCCCCCCCCCCCCCO
1419,-6.05,6.19,184.336,myristyl alcohol,CCCCCCCCCCCCCCO
1420,-4.67,5.13,159.368,dodecanol,CCCCCCCCCCCCO
1421,-3.63,4.06,134.4,1-decanol,CCCCCCCCCCO
1422,-3.01,3.53,121.916,1-nonanol,CCCCCCCCCO
1423,-2.39,3.0,109.432,1-octanol,CCCCCCCCO
1424,-1.81,2.47,96.948,1-heptanol,CCCCCCCO
1425,-1.24,1.94,84.464,1-hexanol,CCCCCCO
1426,-0.6,1.41,71.98,1-pentanol,CCCCCO
1427,0.0,0.88,59.496,1-butanol,CCCCO
1428,-0.15,1.02,71.324,4-pentene-1-ol,C=CCCCO
1429,-1.14,1.75,84.464,4-methyl-1-pentanol,CC(C)CCCO
