Expt,ClogP,Polarizability,Name,smiles
-1.36,1.77,85.052,Methyl valerate  ,CCCCC(=O)OC
-6.17,6.19,184.33599999999998,Myristyl Alcohol  ,CCCCCCCCCCCCCCO
-8.6,5.91,196.933,Naphthacene  ,c1ccc2cc3cc4ccccc4cc3cc2c1
-3.6,3.45,113.249,Naphthalene  ,c1ccc2ccccc2c1
-1.96,1.73,103.90899999999999,o-Nitroanisole  ,COc1ccccc1[N+](=O)[O-]
-2.41,2.03,103.90899999999999,p-Nitroanisole  ,COc1ccc([N+](=O)[O-])cc1
-1.83,1.95,87.118,Nitrobenzene  ,O=[N+]([O-])c1ccccc1
-0.22,0.34,45.931999999999995,Nitroethane  ,CC[N+](=O)[O-]
0.26,-0.2,33.448,Nitromethane  ,C[N+](=O)[O-]
-0.8,0.87,58.416000000000004,1-Nitropropane  ,CCC[N+](=O)[O-]
-0.62,0.68,58.416000000000004,2-Nitropropane  ,CC(C)[N+](=O)[O-]
-2.46,2.41,99.602,m-Nitrotoluene  ,Cc1cccc([N+](=O)[O-])c1
-2.31,2.41,99.602,o-Nitrotoluene  ,Cc1ccccc1[N+](=O)[O-]
-10.26,7.79,256.055,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl  ",Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-10.41,7.76,256.055,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl  ",Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl
-5.05,5.03,116.95299999999999,1-Nonene  ,C=CCCCCCCC
-4.24,4.19,112.945,1-Nonyne  ,C#CCCCCCCC
-4.93,3.38,227.38,Norethindrone  ,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
-9.16,7.49,242.889,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl  ",Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-9.15,7.41,242.889,"2,2',3,3',5,5',6,6'-octachlorobiphenyl  ",Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
-11.59,7.22,240.41400000000002,Octachlorodibenzofuran  ,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
-12.79,8.41,244.72099999999998,Octachlorodibenzo-p-dioxin  ,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
-10.14,7.91,247.196,"2,2',3,4,4',5,5',6-Octachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
-10.13,8.18,247.196,"2,2',3,3',4,4',5,5'-Octachlorodiphenyl ether  ",Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-10.1,8.02,247.196,"2,2',3,3',4,5,5',6'-Octachlorodiphenyl ether  ",Clc1cc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-3.92,0.4,51.943000000000005,Octafluorocyclobutane  ,FC1(F)C(F)(F)C(F)(F)C1(F)F
-5.24,5.01,105.125,Octane  ,CCCCCCCC
-2.39,3.0,109.432,1-Octanol  ,CCCCCCCCO
-2.09,2.82,109.432,2-Octanol  ,CCCCCCC(C)O
-4.44,4.5,104.469,1-Octene  ,C=CCCCCCC
-3.66,3.65,100.461,1-Octyne  ,C#CCCCCCC
-3.17,3.56,118.197,Pelargonaldehyde  ,CCCCCCCCC=O
-5.66,4.6,137.237,Pentachlorobenzene  ,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
-7.21,6.21,203.391,"2,2',3,4,5-Pentachlorobiphenyl  ",Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1Cl
-7.91,6.32,203.391,"2,2',3,4,5'-Pentachlorobiphenyl  ",Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1
-7.92,6.04,203.391,"2,3,4,5,6-Pentachlorobiphenyl  ",Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
-7.43,6.26,203.391,"2,2',3,4,6-Pentachlorobiphenyl  ",Clc1ccccc1-c1c(Cl)cc(Cl)c(Cl)c1Cl
-7.32,6.51,203.391,"2,2',4,6,6'-Pentachlorobiphenyl  ",Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1
-7.05,6.27,203.391,"2,2',3,3',4-Pentachlorobiphenyl  ",Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl
-7.39,6.42,203.391,"2,3',4,4',5-Pentachlorobiphenyl  ",Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
-9.16,6.8,200.916,"2,3,4,7,8-Pentachlorodibenzofuran  ",Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl
-9.48,7.11,205.22299999999998,"1,2,3,4,7-Pentachlorodibenzo-p-dioxin  ",Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
-7.44,6.66,207.69799999999998,"2,2',3,4,4'-Pentachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
-7.67,6.86,207.69799999999998,"2,3,3',4,4'-Pentachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl
-2.6,3.2,96.051,Pentachloroethane  ,ClC(Cl)C(Cl)(Cl)Cl
-0.44,-2.36,84.90100000000001,Pentaerythritol  ,OCC(CO)(CO)CO
-4.0,4.52,133.827,Pentamethylbenzene  ,Cc1cc(C)c(C)c(C)c1C
-3.18,3.41,67.673,Pentane  ,CCCCC
-0.6,3.25,127.618,1-Mentanol  ,CC(C)C1(C)CCCC(O)C1
-0.29,3.2,127.618,2-Mentanol  ,CC(C)C1C(C)CCCC1O
-0.24,3.25,127.618,3-Mentanol  ,CC1CCCC(O)(C(C)C)C1
-2.68,2.9,67.017,1-Pentene  ,C=CCCC
-2.54,2.89,67.017,Trans-2-pentene  ,CC=CCC
-4.64,4.8,133.827,Pentylbenzene  ,CCCCCc1ccccc1
-1.64,2.06,63.00899999999999,1-Pentyne  ,C#CCCC
-8.79,6.4,214.463,Perylene  ,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
-2.3,1.63,135.964,Phenacetin  ,CCOc1ccc(NC(C)=O)cc1
-5.26,4.68,155.091,Phenanthrene  ,c1ccc2c(c1)ccc1ccccc12
-0.7,1.16,104.98899999999999,2-Phenoxyethanol  ,OCCOc1ccccc1
-2.31,3.16,238.795,Phenylbutazone  ,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
-0.92,1.38,100.682,1-Phenylethanol  ,CC(O)c1ccccc1
-0.4,1.03,88.198,Phenylmethanol  ,OCc1ccccc1
-2.92,-1.73,117.00299999999999,Phthalamide  ,NC(=O)c1ccccc1C(N)=O
-2.38,1.07,97.59899999999999,Phthalonitrile  ,N#Cc1ccccc1C#N
-3.18,1.49,253.074,Prednisolone  ,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
-4.42,4.04,240.80900000000003,Progesterone  ,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
-2.84,2.35,42.705,Propane  ,CCC
0.58,0.37,43.293,Propionaldehyde  ,CCC=O
0.28,0.0842,43.317,Propionitrile  ,CCC#N
-0.72,1.24,72.568,Propyl acetate  ,CCCOC(C)=O
-3.37,3.74,108.859,Propyl benzene  ,CCCc1ccccc1
-2.67,3.26,126.238,Propyl benzoate  ,CCCOC(=O)c1ccccc1
-1.92,2.3,97.536,Propyl butyrate  ,CCCOC(=O)CCC
-0.59,0.13,40.23,Propylene oxide  ,CC1CO1
-0.49,0.83,60.083999999999996,Propyl formate  ,CCCOC=O
-1.34,1.86,84.464,Propyl isopropyl ether  ,CCCOC(C)C
-4.23,-0.7,53.019,Propyzamide  ,CCC(N)=O
-6.18,5.17,172.62099999999998,Pyrene  ,c1cc2ccc3cccc4ccc(c1)c2c34
-0.56,0.27,73.23899999999999,Quinone  ,O=C1C=CC(=O)C=C1
-2.61,2.7,95.719,Styrene  ,C=Cc1ccccc1
-1.6,1.61,93.9,Styrene oxide  ,c1ccc(C2CO2)cc1
-4.02,3.48,219.56,Testosterone  ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
-4.08,3.48,219.56,Testosterone  ,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
-8.06,6.52,220.489,"2,2',5,5'-Tetrabromobiphenyl  ",Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1
-2.72,4.12,113.149,"1,1,2,2-Tetrabromoethane  ",BrC(Br)C(Br)Br
-3.14,3.57,100.665,Tetrabromomethane  ,BrC(Br)(Br)Br
-5.26,4.6,140.862,"2,4,3,5-Tetrachloroanisole  ",COc1cc(Cl)c(Cl)c(Cl)c1Cl
-5.13,4.45,140.862,"2,4,5,6-Tetrachloroanisole  ",COc1c(Cl)cc(Cl)c(Cl)c1Cl
-4.7,4.18,124.071,"1,2,3,4-Tetrachlorobenzene  ",Clc1ccc(Cl)c(Cl)c1Cl
-4.68,4.31,124.071,"1,2,3,5-Tetrachlorobenzene  ",Clc1cc(Cl)c(Cl)c(Cl)c1
-5.47,4.23,124.071,"1,2,4,5-Tetrachlorobenzene  ",Clc1cc(Cl)c(Cl)cc1Cl
-7.99,7.07,215.19299999999998,"2,2',4,6'-Tetrachlorobenzyl 3-toluene  ",Cc1c(Cl)ccc(Cc2c(Cl)cccc2Cl)c1Cl
-7.4,7.07,215.19299999999998,"2,2',4,4'-Tetrachlorobenzyl 3-toluene  ",Cc1c(Cl)ccc(Cc2ccc(Cl)cc2Cl)c1Cl
-8.03,6.9,215.19299999999998,"2,2',5,5'-Tetrachlorobenzyl 4-toluene  ",Cc1cc(Cl)c(Cc2cc(Cl)ccc2Cl)cc1Cl
-8.36,7.07,215.19299999999998,"2,2',4,6'-Tetrachlorobenzyl 5-toluene  ",Cc1cc(Cc2c(Cl)cccc2Cl)c(Cl)cc1Cl
-7.49,7.07,215.19299999999998,"2,2',4,4'-Tetrachlorobenzyl 5-toluene  ",Cc1cc(Cc2ccc(Cl)cc2Cl)c(Cl)cc1Cl
-8.18,6.81,215.19299999999998,"2,3,4,4'-Tetrachlorobenzyl 5-toluene  ",Cc1cc(Cc2ccc(Cl)cc2)c(Cl)c(Cl)c1Cl
-7.24,6.81,215.19299999999998,"2,3,4,6'-Tetrachlorobenzyl 6-toluene  ",Cc1cc(Cl)c(Cl)c(Cl)c1Cc1ccccc1Cl
-7.44,6.81,215.19299999999998,"2,3,4,4'-Tetrachlorobenzyl 6-toluene  ",Cc1cc(Cl)c(Cl)c(Cl)c1Cc1ccc(Cl)cc1
-7.16,5.73,190.225,"2,3,4,5-Tetrachlorobiphenyl  ",Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl
-7.8,6.05,190.225,"2,3',4,4'-Tetrachlorobiphenyl  ",Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1
-6.47,5.87,190.225,"2,2',3,5'-Tetrachlorobiphenyl  ",Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1
-6.57,5.88,190.225,"2,2',4,5-Tetrachlorobiphenyl  ",Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl
-7.0,5.92,190.225,"2,2',5,5'-Tetrachlorobiphenyl  ",Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1
-8.53,6.0,190.225,"3,3',4,4'-Tetrachlorobiphenyl  ",Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl
-6.8,5.92,190.225,"2,2',5,6'-Tetrachlorobiphenyl  ",Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1
-8.03,5.91,190.225,"2,2',6,6'-Tetrachlorobiphenyl  ",Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl
-6.94,6.11,190.225,"2,4,4',6-Tetrachlorobiphenyl  ",Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)cc1
-8.54,6.26,190.225,"3,3',5,5'-Tetrachlorobiphenyl  ",Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1
-8.86,6.45,187.75,"2,3,7,8-Tetrachlorodibenzofuran  ",Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
-8.77,6.4,192.05700000000002,"1,2,3,4-Tetrachlorodibenzo-p-dioxin  ",Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
-8.89,6.8,192.05700000000002,"1,2,3,7-Tetrachlorodibenzo-p-dioxin  ",Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2
-9.0,6.84,192.05700000000002,"1,3,6,8-Tetrachlorodibenzo-p-dioxin  ",Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2
-10.22,7.01,192.05700000000002,"2,3,7,8-Tetrachlorodibenzo-p-dioxin  ",Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
-6.82,6.19,194.532,"2,2',4,4'-Tetrachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1
-6.98,6.59,194.532,"3,3',4,4'-Tetrachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl
-1.74,2.17,82.885,"1,1,2,2-Tetrachloroethane  ",ClC(Cl)C(Cl)Cl
-2.18,2.48,82.885,"1,1,1,2-Tetrachloroethane  ",ClCC(Cl)(Cl)Cl
-1.75,2.17,82.885,"1,1,2,2-Tetrachloroethane  ",ClC(Cl)C(Cl)Cl
-2.54,2.95,82.229,Tetrachloroethylene  ,ClC(Cl)=C(Cl)Cl
-2.74,2.95,82.229,Tetrachloroethylene  ,ClC(Cl)=C(Cl)Cl
-2.31,2.86,70.40100000000001,Tetrachloromethane  ,ClC(Cl)(Cl)Cl
-5.24,4.92,157.653,"3,4,5,6-Tetrachloroveratrole  ",COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC
-2.38,2.46,73.175,"1,2,4,5-Tetraflurobenzene  ",Fc1cc(F)c(F)cc1F
1.15,0.33,52.714,Tetrahydrofuran  ,C1CCOC1
-0.03,0.89,65.19800000000001,Tetrahydropyran  ,C1CCOCC1
-4.59,4.06,121.34299999999999,"1,2,4,5-Tetramethylbenzene  ",Cc1cc(C)c(C)cc1C
-2.21,2.68,83.891,Toluene  ,Cc1ccccc1
-3.68,2.5,288.493,Triamcinolone  ,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
-5.07,4.22,133.60299999999998,"1,2,3-Tribromobenzene  ",Brc1cccc(Br)c1Br
-4.5,4.38,133.60299999999998,"1,2,4-Tribromobenzene  ",Brc1ccc(Br)c(Br)c1
-5.6,4.39,133.60299999999998,"1,3,5-Tribromobenzene  ",Brc1cc(Br)cc(Br)c1
-7.3,5.88,199.757,"2,4,6-Tribromobiphenyl  ",Brc1cc(Br)c(-c2ccccc2)c(Br)c1
-1.91,2.29,79.933,Tribromomethane  ,BrC(Br)Br
0.72,1.27,78.333,"2,2,2-TriChloro-1,1-ethanediol  ",OC(O)C(Cl)(Cl)Cl
-4.29,3.95,127.696,"2,3,4-Trichloroanisole  ",COc1ccc(Cl)c(Cl)c1Cl
-4.2,3.95,127.696,"2,4,6-Trichloroanisole  ",COc1c(Cl)cc(Cl)cc1Cl
-4.1,3.77,110.905,"1,2,3-Trichlorobenzene  ",Clc1cccc(Cl)c1Cl
-3.61,3.82,110.905,"1,2,4-Trichlorobenzene  ",Clc1ccc(Cl)c(Cl)c1
-4.6,4.04,110.905,"1,3,5-Trichlorobenzene  ",Clc1cc(Cl)cc(Cl)c1
-7.06,5.56,177.05900000000003,"3,4,4'-Trichlorobiphenyl  ",Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1
-6.01,5.51,177.05900000000003,"2,3',5-Trichlorobiphenyl  ",Clc1cccc(-c2cc(Cl)ccc2Cl)c1
-6.26,5.46,177.05900000000003,"2,3,4',-Trichlorobiphenyl  ",Clc1ccc(-c2cccc(Cl)c2Cl)cc1
-6.27,5.4,177.05900000000003,"2,4,5-Trichlorobiphenyl  ",Clc1cc(Cl)c(-c2ccccc2)cc1Cl
-6.29,5.31,177.05900000000003,"2,3,6-Trichlorobiphenyl  ",Clc1ccc(Cl)c(-c2ccccc2)c1Cl
-6.14,5.54,177.05900000000003,"2,4,6-Trichlorobiphenyl  ",Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1
-6.29,5.46,177.05900000000003,"2',3,4-Trichlorobiphenyl  ",Clc1ccc(-c2ccccc2Cl)cc1Cl
-6.21,5.61,177.05900000000003,"2,4,4'-Trichlorobiphenyl  ",Clc1ccc(-c2ccc(Cl)cc2Cl)cc1
-7.58,5.91,178.891,"1,2,4-Trichlorodibenzo-p-dioxin  ",Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
-6.58,5.72,181.36599999999999,"2,4,5-Trichlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2ccccc2)cc1Cl
-6.77,6.0,181.36599999999999,"3,4,5-Trichlorodiphenyl ether  ",Clc1cc(Oc2ccccc2)cc(Cl)c1Cl
-2.0,2.1,69.719,"1,1,1-Trichloroethane  ",CC(Cl)(Cl)Cl
-1.48,1.68,69.719,"1,1,2-Trichloroethane  ",ClCC(Cl)Cl
-2.14,2.1,69.719,"1,1,1-Trichloroethane  ",CC(Cl)(Cl)Cl
-1.96,2.26,69.063,Trichloroethylene  ,ClC=C(Cl)Cl
-1.93,2.26,69.063,Trichloroethylene  ,ClC=C(Cl)Cl
-3.04,2.09,70.161,"1,1,2-Trichlorofluoroethane  ",FC(Cl)(Cl)CCl
-1.17,1.76,57.235,Trichloromethane  ,ClC(Cl)Cl
-1.92,1.96,82.20299999999999,"1,2,3-Trichloropropane  ",ClCC(Cl)CCl
-4.37,4.33,144.487,"3,4,5-Trichloroveratrole  ",COc1cc(Cl)c(Cl)c(Cl)c1OC
0.3,0.66,48.338,"1,1,1,-Trifluoro-2-propanol  ",CC(O)C(F)(F)F
-0.72,1.74,96.948,"2,3,3-Trimethyl-2-Butanol  ",CC(C)(C)C(C)(C)O
-1.27,2.27,109.432,"2,2,3-Trimethyl-3-pentanol  ",CCC(C)(O)C(C)(C)C
-3.2,3.6,108.859,"1,2,3,-Trimethylbenzene  ",Cc1cccc(C)c1C
-3.31,3.6,108.859,"1,2,4-Trimethylbenzene  ",Cc1ccc(C)c(C)c1
-3.4,3.6,108.859,"1,3,5-Trimethylbenzene  ",Cc1cc(C)cc(C)c1
-4.74,4.46,105.125,"2,2,4-Trimethylpentane  ",CC(C)CC(C)(C)C
-6.74,5.91,196.933,Triphenylene  ,c1ccc2c(c1)c1ccccc1c1ccccc21
0.96,-2.11,37.777,Urea  ,NC(N)=O
-0.85,1.44,68.26100000000001,Veleraldehyde  ,CCCCC=O
-1.31,1.96,104.98899999999999,Veratrole  ,COc1ccccc1OC
-3.3,3.9,162.773,Vernolate  ,CCCSC(=O)N(CCC)CCC
-3.89,3.42,227.301,Warfarin  ,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
-4.23,3.87,118.031,"1,1,3,4,4-Pentachloro-1,2-Butadiene  ",ClC(Cl)=C=C(Cl)C(Cl)Cl
-10.55,8.39,260.362,"2,2',3,3',4,4',5,5',6'-Nonachlorodiphenyl ether  ",Clc1cc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-7.33,6.38,203.391,"2,2',4,5,5'-Pentachlorobiphenyl  ",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1
-8.06,6.99,215.19299999999998,"2,2',4,5'-Tetrachlorobenzyl-5 toluene  ",Cc1cc(Cc2cc(Cl)ccc2Cl)c(Cl)cc1Cl
-6.02,5.43,177.05900000000003,"2',2,5-Trichlorobiphenyl  ",Clc1ccc(Cl)c(-c2ccccc2Cl)c1
-7.25,5.96,190.225,"2,3',4',5-Tetrachlorobiphenyl  ",Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1
-6.22,5.8,181.36599999999999,"2,4,4'-trichlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1
-6.25,5.52,177.05900000000003,"2,4',6-Trichlorobiphenyl  ",Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
-3.17,2.92,199.06599999999997,Alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl
-0.71,1.13,135.635,Aldicarb,CNC(=O)ON=CC(C)(C)SC
-6.3,5.32,205.61700000000002,Aldrin,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
-6.0,4.52,213.774,Bifenox,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
-2.56,2.4,152.838,Carbaril,CNC(=O)Oc1cccc2ccccc12
-1.21,1.76,158.457,Carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-6.05,5.61,237.269,Carbophenothion,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
-3.14,3.0,175.86,Carboxin,CC1=C(C(=O)Nc2ccccc2)SCCO1
-5.35,5.57,214.419,chlordane,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
-5.39,5.44,187.43099999999998,Chlordene,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl
-4.41,3.58,131.321,chloroneb,COc1cc(Cl)c(OC)cc1Cl
-2.0,3.09,72.946,chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl
-4.65,2.88,150.263,chlorothalonil,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
-4.89,3.2,212.52599999999998,Chloroxuron,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
-3.39,3.49,149.13,Chlorpropham,CC(C)OC(=O)Nc1cccc(Cl)c1
0.32,0.51,55.121,t-Crotonaldehyde,CC=CC=O
-7.2,5.39,215.19299999999998,DDD,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
-6.9,6.37,214.537,DDE,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
-8.08,5.92,228.359,DDT,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
-3.45,3.41,245.11599999999999,Deoxycorticosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12
-3.61,1.87,266.0,Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
-5.85,4.7,256.475,dialifos,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
-4.06,5.13,188.449,Diallate,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
-2.38,2.65,97.335,"1,2-Dibromo-3-chloropropane",ClCC(Br)CBr
-4.4,4.92,199.255,o-dibutylphthalate,CCCCc1ccc(C(=O)[O-])c(C(=O)[O-])c1CCCC
-1.7,2.75,131.909,Dicamba,COc1c(Cl)ccc(Cl)c1C(=O)O
-3.82,4.24,227.338,Diclofop-methyl,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1
-6.29,4.88,203.798,Dieldrin,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
-5.28,2.44,514.457,Digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-4.16,0.85,518.764,Digoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-0.74,0.48,145.89700000000002,Dimethoate,CNC(=O)CSP(=S)(OC)OC
0.88,-0.8,93.07799999999999,"1,5-Dimethoxydiethyl ether",COCCOCCOC
-6.08,3.12,204.25,b-Endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
-5.93,3.12,204.25,a-Endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
-6.35,4.88,203.798,Endrin,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
-2.7,3.37,150.289,EPTC,CCCN(CCC)C(=O)SCC
-2.73,1.82,30.221,Ethane,CC
-1.82,2.82,120.836,Eucalyptol,CC12CCC(CC1)C(C)(C)O2
-3.3,2.24,152.838,Fenfuram,Cc1occc1C(=O)Nc1ccccc1
-5.22,3.65,187.1,Fluorodifen,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1
-1.41,2.3,65.445,Halothane,FC(F)(F)C(Cl)Br
-6.08,5.46,200.597,Heptachlor,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
-5.66,6.25,242.653,Leptophos,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1
-4.43,3.99,152.371,Lindane,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
-5.46,4.92,183.91099999999997,Nitrofen,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
-4.29,3.84,186.905,Parathion,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
-3.41,3.9,162.773,Pebulate,CCCCN(CC)C(=O)SCCC
-6.29,7.15,278.013,Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
-7.04,6.18,238.797,Perthane,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1
-4.78,3.46,216.739,Phenmedipham,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
-4.01,3.42,219.56,Prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
-2.78,3.18,145.505,Propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-5.82,4.16,152.94799999999998,Quintozene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
-10.22,7.01,192.05700000000002,TCDD,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
-4.88,6.18,201.615,Triallate,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
-1.9816,2.71,117.556,1-naphthol,Oc1cccc2ccccc12
-3.0743,2.37,119.244,2-amino-5-bromobenzoic acid,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
-1.7142,2.91,110.829,4-iodophenol,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
-2.6203,2.87,118.132,"5-bromo-2,4-dihydroxybenzoic acid",Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
-1.0638,0.34,110.99600000000001,Acetaminophen,c1ccc(Cn2ccnc2)cc1
-2.4352,-0.26,127.167,Acetazolamide,CN(C)Cc1c[nH]c2ccc(Br)cc12
-2.6342,2.88,201.447,Alprenolol,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
