,Expt,ClogP,Polarizability,Name,smiles
1486,-0.29,-0.28,132.29399999999998,l-camphoronic acid,CC(C)(C(=O)O)C(C)(CC(=O)O)C(=O)O
1487,-2.06,2.44,113.098,atropic acid,C=C(C(=O)O)c1ccccc1
1488,0.01,0.83,59.428,methacrylic acid,C=C(C)C(=O)O
1489,-2.65,2.74,143.112,1-naphthaceneacetic acid,O=C(O)Cc1cccc2ccccc12
1490,-0.89,1.5,101.27,phenylacetic acid,O=C(O)Cc1ccccc1
1491,-1.41,1.84,113.754,hydrocinnamic acid,O=C(O)CCc1ccccc1
1492,-5.68,8.22,234.86,stearic acid,CCCCCCCCCCCCCCCCCC(=O)O
1493,-6.81,7.15,209.892,palmitic acid,CCCCCCCCCCCCCCCC(=O)O
1494,-4.31,6.62,197.408,pentadecanoic acid,CCCCCCCCCCCCCCC(=O)O
1495,-5.33,6.09,184.924,tetradecanoic acid,CCCCCCCCCCCCCC(=O)O
1496,-4.62,5.03,159.95600000000005,vulvic acid,CCCCCCCCCCCC(=O)O
1497,-3.55,4.5,147.472,undedecanoic acid,CCCCCCCCCCC(=O)O
1498,-3.44,3.97,134.988,caprinic acid,CCCCCCCCCC(=O)O
1499,-3.4,3.99,146.816,undecylic acid,C=CCCCCCCCCC(=O)O
1500,-2.75,3.43,122.504,pelargonic acid,CCCCCCCCC(=O)O
1501,-1.89,1.33,127.399,azelaic acid,O=C(O)CCCCCCCC(=O)O
1502,-2.3,2.9,110.02,caprylic acid,CCCCCCCC(=O)O
1503,-1.06,1.84,85.052,caproic acid,CCCCCC(=O)O
1504,-0.82,0.079,89.947,adipic acid,O=C(O)CCCCC(=O)O
1505,1.0,-1.04,77.46300000000002,glutaric acid,O=C(O)CCCC(=O)O
1506,-0.19,0.78,60.084,butyric acid,CCCC(=O)O
1507,-5.06,3.13,192.98,fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
1508,-0.2,-0.59,64.979,succinic acid,O=C(O)CCC(=O)O
1509,1.22,-0.29,35.116,acetic acid,CC(=O)O
1510,-3.22,3.25,167.424,diphenylacetic acid,O=C(O)C(c1ccccc1)c1ccccc1
1511,-1.86,2.72,110.02,valproic acid,CCCC(CCC)C(=O)O
1512,-0.81,1.66,85.052,2-ethylbutyric acid,CCC(CC)C(=O)O
1513,-3.7,2.81,192.98,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
1514,-3.99,3.72,163.69,ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1
1515,0.28,0.59,60.084,isobutyric acid,CC(C)C(=O)O
1516,-2.48,2.41,113.098,cinnamic acid,O=C(O)C=Cc1ccccc1
1517,-1.77,1.35,83.74,sorbic acid,CC=CC=CC(=O)O
1518,0.38,-1.19,40.011,oxalic acid,O=C(O)C(=O)O
1519,-6.7,3.15,285.88,tricresyl phosphate,Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O
1520,-6.01,5.48,272.959,tricresyl phosphate,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1
1521,0.43,1.08,111.949,triethyl phosphate,CCOP(=O)(OCC)OCC
1522,0.65,-0.45,134.091,azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC
1523,-4.38,4.38,153.145,dibenzothiophene,c1ccc2c(c1)sc1ccccc12
1524,-3.94,2.86,205.218,metiazinic acid,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21
1525,-3.98,2.98,283.09,pericyazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
1526,-4.22,4.51,264.29200000000003,methotrimeprazine,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
1527,-4.74,4.3,253.203,mepazine,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
1528,-4.3,4.09,235.017,promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21
1529,-4.26,3.77,235.017,promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
1530,-5.41,4.74,235.212,epitiostanol,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O
1531,-2.07,2.28,139.401,tricyclazole,Cc1cccc2sc3nncn3c12
1532,-3.71,3.38,302.988,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
1533,-2.59,2.89,94.429,2-ethylthiophene,CCc1cccs1
1534,-2.64,2.51,211.666,methapyrilene,CN(C)CCN(Cc1cccs1)c1ccccn1
1535,-3.14,3.0,175.86,carboxin,CC1=C(C(=O)Nc2ccccc2)SCCO1
1536,-2.43,1.14,177.834,oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1537,-1.77,0.0643,87.25,rhodanine,O=C1CSC(=S)N1
1538,-2.13,0.16,121.356,dazomet,CN1CSC(=S)N(C)C1
1539,-2.39,2.36,81.945,3-methylthiophene,Cc1ccsc1
1540,-1.47,1.5,86.84,thiophene-3-carboxylic acid,O=C(O)c1ccsc1
1541,-1.45,1.9,69.461,thiophene,c1ccsc1
1542,-1.5,2.01,105.482,benzothiazole,c1ccc2scnc2c1
1543,-3.68,3.96,193.846,2-(4-aminophenyl)-6-methyl-benzothiazole,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1
1544,-4.87,3.85,223.709,mefenacet,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1
1545,-3.18,2.41,127.848,2-mercaptobenzothiazole,Sc1nc2ccccc2s1
1546,-0.36,0.38,73.366,2-aminothiazole,Nc1nccs1
1547,-1.88,1.46,175.25599999999997,buthidazole,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O
1548,-2.68,2.8,158.941,bentazon,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
1549,-4.16,1.71,222.925,piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
1550,-1.64,0.91,111.763,saccharin,O=C1NS(=O)(=O)c2ccccc21
1551,-6.24,5.96,309.565,abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1552,-4.28,3.12,298.74,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
1553,-4.71,2.33,212.993,RTI 17,CCN1c2ccccc2N(C)C(=S)c2cccnc21
1554,-4.63,1.76,207.172,RTI 16,CCN1c2ncccc2C(=S)N(C)c2cccnc21
1555,-2.36,-0.93,112.331,1H-pteridine-2-thione,S=c1ncc2nccnc2[nH]1
1556,-2.71,0.37,112.331,8H-pteridine-7-thione,S=c1cnc2cncnc2[nH]1
1557,-3.36,2.99,175.07,thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
1558,-3.46,3.14,186.898,thiamylal,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
1559,-0.71,-0.66,74.02199999999998,ethylenethiourea,S=C1NCCN1
1560,-2.77,-0.34,112.331,3H-pteridine-4-thione,S=c1[nH]cnc2nccnc12
1561,-2.26,-0.28,86.43799999999997,2-thiouracil,O=c1cc[nH]c(=S)[nH]1
1562,-2.15,1.37,123.89,propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1
1563,-2.43,0.31,98.922,methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1
1564,-3.93,3.28,195.782,fenothiocarb,CN(C)C(=O)SCCCCOc1ccccc1
1565,-2.58,3.01,102.523,di-n-propylsulfide,CCCSCCC
1566,-3.35,3.9,162.773,pedulate,CCCCN(CC)C(=O)SCCC
1567,-0.42,0.37,104.66,methionine,CSCCC(N)C(=O)O
1568,-1.35,0.26,186.825,cimetidine,CNC(=NC#N)NCCSCc1nc[nH]c1C
1569,-2.09,2.04,170.81400000000005,ethiofencarb,CCSCc1ccccc1OC(=O)NC
1570,-1.34,1.95,77.555,diethyl sulfide,CCSCC
1571,-3.4,3.83,168.475,cycloate,CCSC(=O)N(CC)C1CCCCC1
1572,-3.68,4.06,175.257,butylate,CCSC(=O)N(CC(C)C)CC(C)C
1573,-1.62,2.37,160.60299999999995,thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C
1574,-4.57,3.21,193.56,fenthion,COP(=S)(OC)Oc1ccc(SC)c(C)c1
1575,-2.39,2.7,106.257,thioanisole,CSc1ccccc1
1576,-1.55,-1.08,124.815,7-methylthiopteridine,CSc1cnc2ncncc2n1
1577,-1.76,0.027000000000000003,124.815,4-methylthiopteridine,CSc1ncc2nccnc2n1
1578,-1.55,-1.08,124.815,7-methylsulfanyl-pteridine,CSc1cnc2cncnc2n1
1579,-2.36,0.0813,124.815,2-methylthiopteridine,CSc1ncnc2nccnc12
1580,-2.68,-0.43,158.18200000000004,simetryn,CSc1nc(N(C)C)nc(N(C)C)n1
1581,-2.93,2.37,199.941,methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1
1582,-4.0,3.44,183.15,terbutryne,CCNc1nc(NC(C)(C)C)nc(SC)n1
1583,-3.04,3.09,170.666,ametryn,CCNc1nc(NC(C)C)nc(SC)n1
1584,-4.1,3.44,183.15,prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1
1585,-2.25,1.3,152.763,metribuzin,CSc1nnc(C(C)(C)C)c(=O)n1N
1586,-0.45,0.89,52.587,dimethyl sulfide,CSC
1587,0.11,-0.47,145.94899999999996,oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C
1588,-2.24,2.64,102.523,diisopropylsulfide,CC(C)SC(C)C
1589,-4.6,4.47,148.711,1-naphthyl isothiocyanate,S=C=Nc1cccc2ccccc12
1590,0.32,-1.05,55.83600000000001,thiourea,NC(N)=S
1591,-1.77,0.73,121.99,1-phenylthiourea,NC(=S)Nc1ccccc1
1592,-1.46,0.72,105.772,"1,3-diethylthiourea",CCNC(=S)NCC
1593,-2.12,2.52,93.773,thiophenol,Sc1ccccc1
1594,-2.71,-1.26,112.331,pteridine-6-thiol,Sc1cnc2ncncc2n1
1595,-2.77,-0.1,112.331,pteridine-2-thiol,Sc1ncc2nccnc2n1
1596,-2.45,-1.39,98.922,5-methyl-2-thiouracil,Cc1cnc(S)nc1O
1597,-2.26,-1.85,86.43799999999997,2-thiouracil,Oc1ccnc(S)n1
1598,-2.43,-1.39,98.922,methylthiouracil,Cc1cc(O)nc(S)n1
1599,-2.36,-1.12,112.331,pteridine-4-thiol,Sc1ncnc2nccnc12
1600,-2.27,-0.28,86.43799999999997,thiouracil,O=c1ccnc(S)[nH]1
1601,-0.13,0.93,104.66,pencillamine,CC(C)(S)C(N)C(=O)O
1602,-2.18,2.31,77.555,butanethiol,CCCCS
1603,-0.6,1.25,52.587,ethanethiol,CCS
1604,-4.71,4.54,295.316,benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
1605,-5.59,5.44,236.43400000000003,cyhexatin,[CH]1CCCCC1.[CH]1CCCCC1.[CH]1CCCCC1.[OH]
1606,-1.98,-1.92,237.099,"sparsomycin (3,8mg/ml)",CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O
1607,-2.3,2.23,203.711,fensulfothion,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1
1608,-3.59,-0.13,201.74400000000003,acetyl sulfisoxazole,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1
1609,-2.82,0.94,181.353,dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1610,0.04,-0.13,79.529,diethyl sulfone,CCS(=O)(=O)CC
1611,-3.59,0.23,206.051,acetyl sulfisoxazole,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
1612,-4.16,2.7,220.22,bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C
1613,-2.02,0.79,117.957,2-toluenesulfonamide,Cc1ccccc1S(N)(=O)=O
1614,-1.74,0.79,117.957,4-toluenesulfonamide,Cc1ccc(S(N)(=O)=O)cc1
1615,-1.36,-0.72,115.199,sulfanilamide,Nc1ccc(S(N)(=O)=O)cc1
1616,-1.61,0.000122,140.755,N-acetylsulfanilamide,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
1617,-1.56,0.33,105.473,benzenesulfonamide,NS(=O)(=O)c1ccccc1
1618,-3.81,2.05,168.82299999999995,ethoxyzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
1619,-2.36,-0.26,127.167,acetazoleamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1
1620,-1.83,0.13,139.651,methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
1621,-2.85,0.34,182.195,sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
1622,-2.27,0.8,194.679,sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
1623,-2.44,1.08,180.495,sulfamoxole,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
1624,-2.82,0.34,182.195,sulfaperine,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
1625,-2.58,0.42,186.502,sulfameter,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
1626,-2.7,0.0339,175.532,sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
1627,-3.51,-0.12,169.71099999999996,sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
1628,-3.7,-0.0221,169.71099999999996,sulfapyrazine,Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1
1629,-2.24,-0.43,194.679,sulfisomidine,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
1630,-2.54,0.54,198.986,sulfamethomidine,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
1631,-2.96,1.48,203.293,sulfadimethoxine,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
1632,-3.28,0.32,186.502,sulfamethoxypyridazine,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
1633,-2.32,1.52,227.1,sulfaphenazole,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
1634,-2.62,0.89,168.011,sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
1635,-2.91,1.01,180.495,sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
1636,-2.43,0.0467,173.58599999999996,sulfathiozole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
1637,-3.74,1.74,217.701,glybuthiazole,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1638,-1.94,1.04,192.733,sulfaethidole,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1639,-2.41,0.51,180.249,sulfamethiazole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1640,-4.2,4.22,273.255,bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
1641,-1.99,-1.22,143.416,sulfaguanidine,N=C(N)NS(=O)(=O)c1ccc(N)cc1
1642,-1.23,-0.96,140.755,sulfanilacetamide,CC(=O)NS(=O)(=O)c1ccc(N)cc1
1643,-4.21,2.81,208.877,tolcyclamide,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1644,-2.06,2.44,221.949,acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1645,-3.39,2.34,190.691,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
1646,-2.18,1.01,187.933,carbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
1647,-3.05,1.88,178.207,phenbutamide,CCCCNC(=O)NS(=O)(=O)c1ccccc1
1648,-3.68,1.71,218.603,tolazamide,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
1649,-1.66,-0.11,145.062,asulam,COC(=O)NS(=O)(=O)c1ccc(N)cc1
1650,-3.42,2.0,189.274,ethofumesate,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C
1651,-0.83,1.19,121.244,allicin,C=CCSS(=O)CC=C
1652,-3.35,3.48,195.975,ditalimfos,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O
1653,-3.41,1.61,189.602,propetamphos,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C
1654,-4.19,4.12,243.928,isofenphos,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
1655,-3.64,3.81,209.488,diazinon,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
1656,0.54,-0.85,111.047,acephate,COP(=O)(NC(C)=O)SC
1657,-4.86,4.39,202.781,phoxim,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1
1658,1.14,0.15,187.656,vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)OC
1659,-5.14,3.23,241.03,DEF,CCCCSP(=O)(SCCCC)SCCCC
1660,-4.15,4.3,251.471,piperophos,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
1661,-4.23,3.31,195.401,disulfoton,CCOP(=S)(OCC)SCCSCC
1662,-2.52,2.31,213.212,mecarbam,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
1663,-4.76,4.37,207.885,terbufos,CCOP(=S)(OCC)SCSC(C)(C)C
1664,-4.11,3.67,182.917,phorate,CCOP(=S)(OCC)SCSCC
1665,-5.54,5.07,253.429,ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
1666,-3.09,2.25,170.433,thiometon,CCSCCSP(=S)(OC)OC
1667,-2.0,1.43,158.969,formothion,COP(=S)(OC)SCC(=O)N(C)C=O
1668,-4.1,2.84,205.857,prometryn,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
1669,-3.37,2.93,207.793,malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
1670,-2.42,2.83,99.921,diethyldisulfide,CCSSCC
1671,-1.44,1.77,74.953,dimethyldisulfide,CSSC
1672,-4.86,3.88,231.571,disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC
1673,-3.9,1.75,181.635,thiram,CN(C)C(=S)SSC(=S)N(C)C
1674,-3.76,5.14,216.497,Androstanedione  ,CC12CCCC1C1CCC3CC(=O)C(=O)CC3(C)C1CC2
1675,-3.77,4.42,342.08,Betamethasone  ,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
1676,-2.18,2.48,109.518,3-Bromo-4-hydroxybenzaldehyde  ,O=Cc1ccc(O)c(Br)c1
1677,-5.87,5.1,152.559,2-Chlorodibenzo-p-dioxin  ,Clc1ccc2c(c1)Oc1ccccc1O2
1678,-4.78,4.59,155.034,2-Chlorodiphenyl ether  ,Clc1ccccc1Oc1ccccc1
1679,-3.52,3.27,97.057,m-Chlorotoluene  ,Cc1cccc(Cl)c1
1680,-7.0,9.85,318.844,Cholesterol  ,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
1681,-12.95,8.6,273.528,Decachlorodiphenyl ether  ,Clc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
1682,-7.74,5.78,179.025,"4,4'-Dibromobiphenyl  ",Brc1ccc(-c2ccc(Br)cc2)cc1
1683,-3.31,3.38,114.53,"2,3-Dichloroanisole  ",COc1cccc(Cl)c1Cl
1684,-3.1,3.24,114.53,"2,6-Dichloroanisole  ",COc1c(Cl)cccc1Cl
1685,-5.24,4.95,163.893,"2,5-Dichlorobiphenyl  ",Clc1ccc(Cl)c(-c2ccccc2)c1
1686,-7.21,5.29,161.418,"2,8-Dichlorodibenzofuran  ",Clc1ccc2oc3ccc(Cl)cc3c2c1
1687,-7.83,5.82,165.725,"2,7-Dichlorodibenzo-p-dioxin  ",Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
1688,-7.18,5.82,165.725,"2,8-Dichlorodibenzo-p-dioxin  ",Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2
1689,-1.99,2.19,44.953,Dichlorodifluoromethane  ,FC(F)(Cl)Cl
1690,-5.06,4.98,168.2,"2,6-Dichlorodiphenyl ether  ",Clc1cccc(Cl)c1Oc1ccccc1
1691,-5.52,5.19,168.2,"2,4'-Dichlorodiphenyl ether  ",Clc1ccc(Oc2ccccc2Cl)cc1
1692,-1.12,2.09,112.16,"2,2'-Dichloroethyl ether  ",ClC(Cl)COCC(Cl)Cl
1693,-3.46,3.67,131.321,"4,5-Dichloroveratrole  ",COc1cc(Cl)c(Cl)cc1OC
1694,-5.37,4.11,141.637,"1,4-Diiodobenzene  ",Ic1ccc(I)cc1
1695,-2.32,1.77,118.061,"2,5-Dimethoxybenzaldehyde  ",COc1ccc(OC)c(C=O)c1
1696,-4.01,2.47,131.13299999999998,Dimethyl terephthalate  ,COC(=O)c1ccc(C(=O)OC)cc1
1697,-2.09,4.03,127.469,"1,4-Dipentadiene  ",C=CC=C(C)C=CC=CC
1698,-0.15,0.45,53.396,Epichlorohydrin  ,ClCC1CO1
1699,-2.19,2.14,130.545,4-Ethoxy-3-methoxybenzaldehyde  ,CCOc1ccc(C=O)cc1OC
1700,-1.77,1.72,118.061,3-Ethoxy-4-hydroxybenzaldehyde  ,CCOc1cc(C=O)ccc1O
1701,0.08,-1.69,38.835,Ethylene glycol  ,OCCO
1702,-8.94,7.12,229.723,"2,2',3,4',5,5',6-Heptachlorobiphenyl  ",Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl
1703,-11.48,7.26,227.248,"1,2,3,4,6,7,8-Heptachlorodibenzofuran  ",Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl
1704,-11.25,8.1,231.555,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin  ",Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
1705,-9.46,7.59,234.03,"2,3,3',4,4',5,6-Heptachlorodiphenyl ether  ",Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
1706,-9.12,7.65,234.03,"2,2',3,3',4,4',5-Heptachlorodiphenyl ether  ",Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
1707,-9.5,7.71,234.03,"2,2',3,4,4',5,5'-Heptachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
1708,-9.09,7.49,234.03,"2,2',3,3',4',5,6-Heptachlorodiphenyl ether  ",Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl
1709,-9.05,7.54,234.03,"2,2',3,4',5,5',6-Heptachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl
1710,-7.56,4.89,150.403,Hexachlorobenzene  ,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
1711,-8.56,6.83,216.557,"2,2',4,4',5,5'-Hexachlorobiphenyl  ",Clc1cc(Cl)c(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1
1712,-10.33,6.94,214.082,"1,2,3,6,7,8-Hexachlorodibenzofuran  ",Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl
1713,-10.66,7.01,214.082,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl
1714,-9.95,7.71,218.389,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin  ",Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
1715,-8.14,7.12,220.864,"2,2',3,3',4,4'-Hexachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
1716,-8.1,7.06,220.864,"2,2',3,4,4',6'-Hexachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
1717,-8.31,7.17,220.864,"2,2',3,4,4',5'-Hexachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl
1718,-8.36,7.23,220.864,"2,2',4,4',5,5'-Hexachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl
1719,-8.04,7.11,220.864,"2,2',4,4',5,6'-Hexachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
1720,-8.72,7.51,220.864,"2,3',4,4',5,5'-Hexachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl
1721,-8.78,7.39,220.864,"2,3,3',4,4',5-Hexachlorodiphenyl ether  ",Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
1722,-8.94,7.0,220.864,"2,3,4,4',5,6-Hexachlorodiphenyl ether  ",Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1
1723,-3.82,2.55,245.116,11-a-Hydroxyprogesterone  ,CC(=O)C1CCC2C3CCC4=CC(=O)CC(O)C4(C)C3CCC12C
1724,-0.88,0.97,30.903,Methyl chloride  ,CCl
1725,-1.0,0.94,53.199,Methyl isothiocyanate  ,CN=C=S
1726,-11.59,7.22,240.414,Octachlorodibenzofuran  ,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
1727,-12.79,8.41,244.721,Octachlorodibenzo-p-dioxin  ,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
1728,-10.14,7.91,247.196,"2,2',3,4,4',5,5',6-Octachlorodiphenyl ether  ",Clc1cc(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
1729,-10.13,8.18,247.196,"2,2',3,3',4,4',5,5'-Octachlorodiphenyl ether  ",Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
1730,-10.1,8.02,247.196,"2,2',3,3',4,5,5',6'-Octachlorodiphenyl ether  ",Clc1cc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl
1731,-3.92,0.4,51.94300000000001,Octafluorocyclobutane  ,FC1(F)C(F)(F)C(F)(F)C1(F)F
1732,-9.16,6.8,200.916,"2,3,4,7,8-Pentachlorodibenzofuran  ",Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl
1733,-9.48,7.11,205.223,"1,2,3,4,7-Pentachlorodibenzo-p-dioxin  ",Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
1734,-7.44,6.66,207.698,"2,2',3,4,4'-Pentachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
1735,-7.67,6.86,207.698,"2,3,3',4,4'-Pentachlorodiphenyl ether  ",Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl
1736,-0.44,-2.36,84.90100000000002,Pentaerythritol  ,OCC(CO)(CO)CO
1737,-0.6,3.25,127.618,1-Mentanol  ,CC(C)C1(C)CCCC(O)C1
1738,-0.29,3.2,127.618,2-Mentanol  ,CC(C)C1C(C)CCCC1O
