Expt,ClogP,Polarizability,Name,SLN
-1.52,2.1,96.948,"2,2-Dimethyl-1-pentanol  ",CH2(C(CH2CH2CH3)(CH3)CH3)OH
-1.6,2.1,96.948,"2,4-Dimethyl-1-pentanol  ",CH2(CH(CH2CH(CH3)CH3)CH3)OH
-1.55,2.1,96.948,"4,4-Dimethyl-1-pentanol  ",CH2(CH2CH2C(CH3)(CH3)CH3)OH
-0.4,2.1,96.948,"2,2-Dimethyl-1-pentanol  ",CH2(C(CH2CH2CH3)(CH3)CH3)OH
-0.62,1.39,84.464,"3,3-Dimethyl-2-Butanol  ",CH3CH(C(CH3)(CH3)CH3)OH
-0.41,1.39,84.464,"2,3-Dimethyl-2-Butanol  ",CH3C(CH(CH3)CH3)(OH)CH3
-0.92,1.92,96.948,"2,4-Dimethyl-2-pentanol  ",CH3C(CH2CH(CH3)CH3)(OH)CH3
-0.89,1.92,96.948,"2,3-Dimethyl-2-pentanol  ",CH3C(CH(CH2CH3)CH3)(OH)CH3
-1.15,1.92,96.948,"2,2-Dimethyl-3-pentanol  ",CH3C(CH(CH2CH3)OH)(CH3)CH3
-1.22,1.92,96.948,"2,4-Dimethyl-3-pentanol  ",CH3CH(CH(CH(CH3)CH3)OH)CH3
-0.85,1.92,96.948,"2,3-Dimethyl-3-pentanol  ",CH3CH(C(CH2CH3)(OH)CH3)CH3
1.11,-0.75,65.503,"N,N-Dimethylacetamide  ",C(CH3)(=O)N(CH3)CH3
-2.8,3.14,96.375,"1,2-Dimethylbenzene  ",C[1](C(=CHCH=CHCH=@1)CH3)CH3
-2.82,3.14,96.375,"1,3-Dimethylbenzene  ",C[1](CH=C(CH=CHCH=@1)CH3)CH3
-2.77,3.14,96.375,"1,4-Dimethylbenzene  ",C[1](CH=CHC(=CHCH=@1)CH3)CH3
-3.55,3.58,80.157,"2,2-Dimethylbutane  ",CH3C(CH2CH3)(CH3)CH3
-0.39,1.57,84.464,"2,3-Dimethylbutanol  ",CH2(CH(CH(CH3)CH3)CH3)OH
-4.3,4.37,98.343,"1,2-Dimethylcyclohexane  ",C[1]H(CH(CH2CH2CH2CH2@1)CH3)CH3
-4.14,4.37,138.217,"1,4-Dimethylnaphthalene  ",C[1](CH=CHC(=C[7]CH=CHCH=CHC=@1@7)CH3)CH3
-4.26,4.11,92.641,"2,4-Dimethylpentane  ",CH3CH(CH2CH(CH3)CH3)CH3
-1.66,1.64,131.133,Dimethyl phthalate  ,C(C[2]C(C(=O)OCH3)=CHCH=CHCH=@2)(=O)OCH3
-4.01,2.47,131.133,Dimethyl terephthalate  ,C(C[2]CH=CHC(C(=O)OCH3)=CHCH=@2)(=O)OCH3
-2.09,4.03,127.469,"1,4-Dipentadiene  ",CH(=[S=N]CHCH=[S=I]CHCH3)C(=[S=I]CHCH=CH2)CH3
-3.91,4.21,141.868,Diphenyl ether  ,O(C[2]CH=CHCH=CHCH=@2)C[13]CH=CHCH=CHCH=@13
-4.08,4.21,150.045,Diphenylmethane  ,CH2(C[4]CH=CHCH=CHCH=@4)C[15]CH=CHCH=CHCH=@15
-1.62,2.04,84.464,Dipropyl ether  ,O(CH2CH2CH3)CH2CH2CH3
-1.7,2.5,93.229,Enanthaldehyde  ,CH(CH2CH2CH2CH2CH2CH3)=O
-0.15,0.45,53.396,Epichlorohydrin  ,ClCH2C[5]HCH2O@5
-2.19,2.14,130.545,4-Ethoxy-3-methoxybenzaldehyde  ,CH(C[3]CH=C(C(=CHCH=@3)OCH2CH3)OCH3)=O
-1.77,1.72,118.061,3-Ethoxy-4-hydroxybenzaldehyde  ,CH(C[3]CH=C(C(=CHCH=@3)OH)OCH2CH3)=O
-1.17,1.75,84.464,2-Ethyl-1-Butanol  ,CH2(CH(CH2CH3)CH2CH3)OH
-2.11,2.82,109.432,2-Ethyl-1-Hexanol  ,CH2(CH(CH2CH2CH2CH3)CH2CH3)OH
-3.21,3.67,108.859,1-Ethyl-2-methylbenzene  ,C[1](C(=CHCH=CHCH=@1)CH3)CH2CH3
0.08,1.04,71.98,2-Ehyl-2-propanol  ,CH3C(CH3)(OH)CH2CH3
-0.85,2.1,96.948,3-ethyl-3-pentanol  ,CH3CH2C(CH2CH3)(OH)CH2CH3
-3.11,3.67,108.859,1-Ethyl-4-methylbenzene  ,C[1](CH=CHC(=CHCH=@1)CH3)CH2CH3
-0.04,0.71,60.084,Ethyl acetate  ,C(CH3)(=O)OCH2CH3
-0.74,1.32,71.912,Ethyl acrylate  ,C(CH=CH2)(=O)OCH2CH3
-2.32,2.73,113.754,Ethyl benzoate  ,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH2CH3
-1.28,1.77,85.052,Ethyl butyrate  ,C(CH2CH2CH3)(=O)OCH2CH3
-3.39,3.9,134.988,Ethyl caprylate  ,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-1.08,1.41,56.553,Ethylenedichloride  ,CH2(CH2Cl)Cl
0.08,-1.69,38.835,Ethylene glycol  ,CH2(CH2OH)OH
0.15,0.3,47.6,Ethyl formate  ,CH(=O)OCH2CH3
-2.71,3.37,122.504,Ethyl heptylate  ,C(CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.55,1.33,71.98,Ethyl isopropyl ether  ,O(CH(CH3)CH3)CH2CH3
-3.8,4.43,147.472,Ethyl pelargonate  ,C(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.66,1.24,72.568,Ethyl propionate  ,C(CH2CH3)(=O)OCH2CH3
-0.66,1.51,71.98,Ethyl propyl ether  ,O(CH2CH2CH3)CH2CH3
-1.75,2.3,97.536,Ethyl valerate  ,C(CH2CH2CH2CH3)(=O)OCH2CH3
-0.85,1.04,58.84,Ethyl vinyl ether  ,O(CH=CH2)CH2CH3
-5.92,5.17,172.621,Fluoranthene  ,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHCH=C@15C=@1C@7=@14
-5,4.16,143.263,Fluorene  ,C[1]H2C[4]CH=CHCH=CHC=@4C[14]CH=CHCH=CHC@1=@14
-3.13,3.23,106.964,1-Fluoro-4-iodobenzene  ,C[1](CH=CHC(=CHCH=@1)I)F
-1.8,2.27,71.849,Flurobenzene  ,C[1](CH=CHCH=CHCH=@1)F
-0.82,1.38,51.402,Furan  ,O[1]CH=CHCH=CH@1
-0.1,0.73,64.474,Furfural  ,CH(C[3]=CHCH=CHO@3)=O
-7.92,7.21,229.723,"2,2',3,4,4',5',6-Heptachlorobiphenyl  ",C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-8.3,7.16,229.723,"2,2',3,3',4,4',6-Heptachlorobiphenyl  ",C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
-8.94,7.12,229.723,"2,2',3,4',5,5',6-Heptachlorobiphenyl  ",C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-11.48,7.26,227.248,"1,2,3,4,6,7,8-Heptachlorodibenzofuran  ",O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-11.25,8.1,231.555,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin  ",C[1]C(OC[4]C(O@1)=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-9.46,7.59,234.03,"2,3,3',4,4',5,6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-9.12,7.65,234.03,"2,2',3,3',4,4',5-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.5,7.71,234.03,"2,2',3,4,4',5,5'-Heptachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-9.09,7.49,234.03,"2,2',3,3',4',5,6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.05,7.54,234.03,"2,2',3,4',5,5',6-Heptachlorodiphenyl ether  ",O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-4.53,4.47,92.641,Heptane  ,CH3CH2CH2CH2CH2CH2CH3
-1.81,2.47,96.948,1-Heptanol  ,CH2(CH2CH2CH2CH2CH2CH3)OH
-1.55,2.29,96.948,2-Heptanol  ,CH3CH(CH2CH2CH2CH2CH3)OH
-1.47,2.29,96.948,3-Heptanol  ,CH3CH2CH(CH2CH2CH2CH3)OH
-1.4,2.29,96.948,4-Heptanol  ,CH3CH2CH2CH(CH2CH2CH3)OH
-3.82,3.96,91.985,trans-2-Heptene  ,CH3CH=[S=N]CHCH2CH2CH2CH3
-3.01,3.12,87.977,1-Heptyne  ,CH#CCH2CH2CH2CH2CH3
-4.92,3.98,132.873,"HexaChloro-1,3-Butadiene  ",C(=C(C(=C(Cl)Cl)Cl)Cl)(Cl)Cl
-7.56,4.89,150.403,Hexachlorobenzene  ,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)Cl
-8.56,6.83,216.557,"2,2',4,4',5,5'-Hexachlorobiphenyl  ",C[1](C(=C(CH=C(CH=@1)Cl)Cl)Cl)C[12]C(=C(CH=C(CH=@12)Cl)Cl)Cl
-8.65,6.65,216.557,"2,2',3,3',6,6'-Hexachlorobiphenyl  ",C[1](C(=C(CH=CHC=@1Cl)Cl)Cl)C[12]C(=C(CH=CHC=@12Cl)Cl)Cl
-6.96,6.83,216.557,"2,2',3,3',5,5'-Hexachlorobiphenyl  ",C[1](=C(C(=CHC(=CH@1)Cl)Cl)Cl)C[12]=C(C(=CHC(=CH@12)Cl)Cl)Cl
-8.71,7.1,216.557,"2,2',4,4',6,6'-Hexachlorobiphenyl  ",C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]C(=CHC(=CHC=@12Cl)Cl)Cl
-9.01,6.73,216.557,"2,2',3,3',4,4'-Hexachlorobiphenyl  ",C[1](C(=C(C(=CHCH=@1)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
-8.78,6.65,216.557,"2,2',3,3',4,5-Hexachlorobiphenyl  ",C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl
-8.32,6.79,216.557,"2,2',3,4,4',5'-Hexachlorobiphenyl  ",C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=CHC(=CHCH=@12)Cl)Cl
-7.68,6.7,216.557,"2,2',3,4,5,5'-Hexachlorobiphenyl  ",C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-7.42,6.66,216.557,"2,2',3,5,5',6-Hexachlorobiphenyl  ",C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHCH=C(CH=@12)Cl)Cl
-7.82,6.74,216.557,"2,3,3',4,4',5-Hexachlorobiphenyl  ",C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-7.66,6.79,216.557,"2,3,3',4,4',6-Hexachlorobiphenyl  ",C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]CH=C(C(=CHCH=@12)Cl)Cl
-7.9,6.61,216.557,"2,2',3,3',5,6-Hexachlorobiphenyl  ",C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=C(CH=CHCH=@12)Cl)Cl
-10.33,6.94,214.082,"1,2,3,6,7,8-Hexachlorodibenzofuran  ",O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(CH=@2)Cl)Cl)Cl
-10.66,7.01,214.082,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",O[1]C[2]C(C[4]C@1=CHC(=C(CH=@4)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-9.95,7.71,218.389,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin  ",C[1]C(OC[4]C(O@1)=CHC(=C(CH=@4)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-8.14,7.12,220.864,"2,2',3,3',4,4'-Hexachlorodiphenyl ether  ",O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-8.1,7.06,220.864,"2,2',3,4,4',6'-Hexachlorodiphenyl ether  ",O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHC=@13Cl)Cl)Cl
-8.31,7.17,220.864,"2,2',3,4,4',5'-Hexachlorodiphenyl ether  ",O(C[2]C(=C(C(=CHCH=@2)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-8.36,7.23,220.864,"2,2',4,4',5,5'-Hexachlorodiphenyl ether  ",O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-8.04,7.11,220.864,"2,2',4,4',5,6'-Hexachlorodiphenyl ether  ",O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]C(=CHC(=CHC=@13Cl)Cl)Cl
-8.72,7.51,220.864,"2,3',4,4',5,5'-Hexachlorodiphenyl ether  ",O(C[2]C(=CHC(=C(CH=@2)Cl)Cl)Cl)C[13]CH=C(C(=C(CH=@13)Cl)Cl)Cl
-8.44,7.17,220.864,"2,2',3',4,4',5-Hexachlorodiphenyl ether  ",O(C[2]=C(CH=C(C(=CH@2)Cl)Cl)Cl)C[13]=C(C(=C(CH=CH@13)Cl)Cl)Cl
-8.78,7.39,220.864,"2,3,3',4,4',5-Hexachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-8.94,7,220.864,"2,3,4,4',5,6-Hexachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=CHC(=CHCH=@13)Cl
-3.67,4.47,109.217,Hexachloroethane  ,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl
-2.68,2.8,78.845,"1,5-Hexadiene  ",CH2=CHCH2CH2CH=CH2
-3.84,3.94,80.157,Hexane  ,CH3CH2CH2CH2CH2CH3
-1.24,1.94,84.464,1-Hexanol  ,CH2(CH2CH2CH2CH2CH3)OH
-0.89,1.75,84.464,2-Hexanol  ,CH3CH(CH2CH2CH2CH3)OH
-0.8,1.75,84.464,3-Hexanol  ,CH3CH2CH(CH2CH2CH3)OH
-3.23,3.43,79.501,1-Hexene  ,CH2=CHCH2CH2CH2CH3
-2.46,2.83,110.02,Hexyl acetate  ,C(CH3)(=O)OCH2CH2CH2CH2CH2CH3
-5.21,5.34,146.311,Hexyl benzene  ,C[1](CH=CHCH=CHCH=@1)CH2CH2CH2CH2CH2CH3
-2.36,2.59,75.493,1-Hexyne  ,CH#CCH2CH2CH2CH3
-3.09,1.43,253.73,Hydrocortisone  ,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@20(CH3)CH2C[s=N]H(OH)C[s=I]H@18C[s=N]@1@11CH3
-0.96,1.39,88.786,p-Hydroxybenzaldehyde  ,CH(C[3]CH=CHC(=CHCH=@3)OH)=O
-3.82,2.55,245.116,11-a-Hydroxyprogesterone  ,C[1]H(CH2C(=O)CH=C[10]CH2CH2C[17:s=N]HC[19:s=I]HCH2CH2C[s=I]H(C(=O)CH3)C[s=I]@19(CH3)CH2CH2C[s=I]H@17C[s=N]@1@10CH3)OH
-3.03,3.34,102.077,Indane  ,C[1]H2CH2CH2C[10]CH=CHCH=CHC@1=@10
-3.04,3.25,106.522,Iodobenzene  ,C[1](CH=CHCH=CHCH=@1)I
-2.96,3.09,90.304,1-Iodobutane  ,CH2(CH2CH2CH3)I
-1.6,2.03,65.336,Iodoethane  ,CH3CH2I
-1,1.5,52.852,Iodomethane  ,CH3I
-2.29,2.56,77.82,1-Iodopropane  ,CH2(CH2CH3)I
-2.09,2.38,77.82,2-Iodopropane  ,CH3CH(CH3)I
-1.21,1.59,85.052,Isobutyl acetate  ,C(CH3)(=O)OCH2CH(CH3)CH3
-1.01,1.18,72.568,Isobutyl formate  ,CH(=O)OCH2CH(CH3)CH3
-0.52,1.22,71.98,Isopentanol  ,CH2(CH2CH(CH3)CH3)OH
-0.55,1.06,72.568,Isopropyl acetate  ,C(CH3)(=O)OCH(CH3)CH3
-3.77,4.02,121.343,p-Isopropyltoluene  ,C[1](CH=CHC(=CHCH=@1)CH(CH3)CH3)CH3
-3.36,2.93,207.793,Malathion  ,O=C(OCH2CH3)CH(SP(OCH3)(OCH3)=S)CH2C(OCH2CH3)=O
-0.82,0.7,102.431,Malonicaciddiethylester  ,C(CH2C(=O)OCH2CH3)(=O)OCH2CH3
-2.34,3.2,127.618,Menthol  ,C[1]H(CH(CH2CH2CH(CH2@1)CH3)CH(CH3)CH3)OH
-1.82,0.7,146.851,Meprobamate  ,CH3C(CH2OC(NH2)=O)(CH2CH2CH3)CH2OC(NH2)=O
-1.53,1.09,17.737,Methane  ,CH4
-1.49,1.7,101.27,p-Methoxybenzaldehyde  ,CH(C[3]CH=CHC(=CHCH=@3)OCH3)=O
-1.85,2.13,88.198,Methoxybenzene  ,C[1](=CHCH=CHCH=CH@1)OCH3
-6.45,4.56,235.609,Methoxychlor  ,ClC(Cl)(Cl)CH(C[7]=CHCH=C(OCH3)CH=CH@7)C[22]=CHCH=C(OCH3)CH=CH@22
-2.03,2.41,66.361,"2-Methyl-1,3-Butadiene  ",CH2=C(CH=CH2)CH3
-0.47,1.22,71.98,2-Methyl-1-Butanol  ,CH2(CH(CH2CH3)CH3)OH
-1.11,1.75,84.464,2-Methyl-1-pentanol  ,CH2(CH(CH2CH2CH3)CH3)OH
-1.14,1.75,84.464,4-Methyl-1-pentanol  ,CH2(CH2CH2CH(CH3)CH3)OH
-3.24,3.25,79.501,4-Methyl-1-pentene  ,CH2=CHCH2CH(CH3)CH3
-0.2,1.04,71.98,3-Methyl-2-Butanol  ,CH3CH(CH(CH3)CH3)OH
-1.72,2.63,109.432,3-Methyl-2-heptanol  ,CH3CH(CH(CH2CH2CH2CH3)CH3)OH
-1.72,2.63,109.432,2-Methyl-2-heptanol  ,CH3C(CH2CH2CH2CH2CH3)(OH)CH3
-1.38,2.1,96.948,5-Methyl-2-Hexanol  ,CH3CH(CH2CH2CH(CH3)CH3)OH
-1.08,2.1,96.948,2-Methyl-2-Hexanol  ,CH3C(CH2CH2CH2CH3)(OH)CH3
-0.8,1.57,84.464,4-Methyl-2-pentanol  ,CH3CH(CH2CH(CH3)CH3)OH
-0.49,1.57,84.464,2-Methyl-2-pentanol  ,CH3C(CH2CH2CH3)(OH)CH3
-0.72,1.57,84.464,3-Methyl-2-pentanol  ,CH3CH(CH(CH2CH3)CH3)OH
-1.6,2.63,109.432,3-Methyl-3-heptanol  ,CH3CH2C(CH2CH2CH2CH3)(OH)CH3
-1,2.1,96.948,3-Methyl-3-Hexanol  ,CH3CH2C(CH2CH2CH3)(OH)CH3
-0.7,1.57,84.464,2-Methyl-3-pentanol  ,CH3CH(CH(CH2CH3)OH)CH3
-0.38,1.57,84.464,3-Methyl-3-pentanol  ,CH3CH2C(CH2CH3)(OH)CH3
-0.52,0.18,47.6,Methyl acetate  ,C(CH3)(=O)OCH3
-0.22,0.79,59.428,Methyl acrylate  ,C(CH=CH2)(=O)OCH3
-5.89,5.14,167.575,9-Methyl anthracene  ,C[1]HCH=CHCH=C[9]CH=C[12]CH=CHCH=CHC@12=C(C=@1@9)CH3
-1.85,2.2,101.27,Methyl benzoate  ,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH3
-0.87,1.15,38.469,Methyl bromide  ,CH3Br
-0.99,1.539,71.98,Methyl butyl ether  ,CH3OCH2CH2CH3
-0.8,1.44,80.745,Methyl butylketone  ,C(=O)(CH2CH2CH2CH3)CH3
-0.82,1.24,72.568,Methyl butyrate  ,C(CH2CH2CH3)(=O)OCH3
-3.39,3.37,122.504,Methyl caprylate  ,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH3
-0.88,0.97,30.903,Methyl chloride  ,CH3Cl
-7.96,7.11,227.603,3-Methyl cholanthrene  ,C[1]H2CH2C[7]C(=CHCH=C[13]CH=C[16]C[17]=CHCH=CHCH=C@17CH=CHC@16=C@1C=@7@13)CH3
-3.85,3.88,85.859,Methyl cyclohexane  ,C[1]H(CH2CH2CH2CH2CH2@1)CH3
-3.27,3.49,85.203,Methyl cyclohexene  ,C[1](=CHCH2CH2CH2CH2@1)CH3
-3.3,3.31,73.375,Methyl cyclopentane  ,C[1]H(CH2CH2CH2CH2@1)CH3
0.52,0.37,55.777,Methyl ethyl ketone  ,C(=O)(CH2CH3)CH3
-5.22,4.62,155.747,1-Methyl fluorene  ,C[1]H2C[4]C(=CHCH=CHC=@4C[13]CH=CHCH=CHC@1=@13)CH3
0.58,-0.23,35.116,Methyl formate  ,CH(=O)OCH3
-2.58,3.03,118.197,Methyl heptyl ketone  ,C(=O)(CH2CH2CH2CH2CH2CH2CH3)CH3
-2.05,2.5,105.713,Methyl hexyl ketone  ,C(=O)(CH2CH2CH2CH2CH2CH3)CH3
-1.01,1.5,52.852,Methyl iodide  ,CH3I
-0.74,1.25,80.745,Methyl isobutyl ketone  ,C(=O)(CH2CH(CH3)CH3)CH3
-0.06,0.8,59.496,Methyl isopropyl ether  ,O(CH(CH3)CH3)CH3
-1,0.94,53.199,Methyl isothiocyanate  ,CH3N=C=S
-0.8,1.35,71.912,Methyl methacrylate  ,C(C(CH3)=CH2)(=O)OCH3
-3.7,3.91,125.733,1-Methyl naphthalene  ,C[1](CH=CHCH=C[8]CH=CHCH=CHC=@1@8)CH3
-3.77,3.91,125.733,2-Methyl naphthalene  ,C[1]HC(=CHCH=C[8]CH=CHCH=CHC=@1@8)CH3
-3.74,3.76,80.157,2-Methyl pentane  ,CH3CH(CH2CH2CH3)CH3
-3.68,3.76,80.157,3-Methyl pentane  ,CH3CH2CH(CH2CH3)CH3
-1.42,1.97,93.229,Methyl pentylketone  ,C(=O)(CH2CH2CH2CH2CH3)CH3
-3.03,1.99,265.558,Methyl prednisolone  ,C[1]H=CHC(=O)CH=C[9]C[s=N]H(CH3)CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@21(CH3)CH2CH(OH)C[s=I]H@19C[s=N]@1@9CH3
0.04,0.69,59.496,2-Methyl propanol  ,CH2(CH(CH3)CH3)OH
-0.14,0.71,60.084,Methyl propionate  ,C(CH2CH3)(=O)OCH3
-0.39,0.98,59.496,Methyl propyl ether  ,O(CH2CH2CH3)CH3
-0.19,0.91,68.261,Methyl propyl ketone  ,C(=O)(CH2CH2CH3)CH3
-0.24,1.15,71.98,Methyl-t-Butyl ether  ,O(C(CH3)(CH3)CH3)CH3
-3.97,4.02,232.044,17-Methyl testosterone  ,C[1](CH2CH2C[8:s=N](C(=CH@1)CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=I](OH)(C[s=I]@20(CH3)CH2CH2C[s=I]H@18@8)CH3)CH3)=O
0.11,0.82,65.198,2-Methyl tetrahydrofuran  ,O[1]CH(CH2CH2CH2@1)CH3
-1.36,1.77,85.052,Methyl valerate  ,C(CH2CH2CH2CH3)(=O)OCH3
-6.17,6.19,184.336,Myristyl Alcohol  ,CH2(CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH3)OH
-8.6,5.91,196.933,Naphthacene  ,C[1]HCH=CHCH=C[9]CH=C[12]CH=C[15]CH=CHCH=CHC@15=CHC@12=CHC=@1@9
-3.6,3.45,113.249,Naphthalene  ,C[1]HCH=CHCH=C[9]CH=CHCH=CHC=@1@9
-1.96,1.73,103.909,o-Nitroanisole  ,CH3OC[6]C(=CHCH=CHCH=@6)N[+1](=O)O[-1]
-2.41,2.03,103.909,p-Nitroanisole  ,CH3OC[6]CH=CHC(=CHCH=@6)N[+1](=O)O[-1]
-1.83,1.95,87.118,Nitrobenzene  ,C[1](CH=CHCH=CHCH=@1)N[+1](=O)O[-1]
-0.22,0.34,45.932,Nitroethane  ,CH3CH2N[+1](=O)O[-1]
0.26,-0.2,33.448,Nitromethane  ,CH3N[+1](=O)O[-1]
-0.8,0.87,58.416,1-Nitropropane  ,CH2(CH2CH3)N[+1](=O)O[-1]
-0.62,0.68,58.416,2-Nitropropane  ,CH3CH(CH3)N[+1](=O)O[-1]
-2.46,2.41,99.602,m-Nitrotoluene  ,C[1](CH=C(CH=CHCH=@1)N[+1](=O)O[-1])CH3
-2.31,2.41,99.602,o-Nitrotoluene  ,C[1](C(=CHCH=CHCH=@1)N[+1](=O)O[-1])CH3
-10.26,7.79,256.055,"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl  ",C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(CH=@12)Cl)Cl)Cl)Cl
-10.41,7.76,256.055,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl  ",C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(CH=C(C=@12Cl)Cl)Cl)Cl
-5.05,5.03,116.953,1-Nonene  ,CH2=CHCH2CH2CH2CH2CH2CH2CH3
-4.24,4.19,112.945,1-Nonyne  ,CH#CCH2CH2CH2CH2CH2CH2CH3
-4.93,3.38,227.38,Norethindrone  ,C[1](CH2CH2C[8:s=N]HC(=CH@1)CH2CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=N](OH)(C#CH)C[s=I]@21(CH3)CH2CH2C[s=I]H@19@8)=O
-9.16,7.49,242.889,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl  ",C[1](C(=C(C(=C(CH=@1)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(CH=@12)Cl)Cl)Cl)Cl
-9.15,7.41,242.889,"2,2',3,3',5,5',6,6'-octachlorobiphenyl  ",C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=C(CH=C(C=@12Cl)Cl)Cl)Cl
-11.59,7.22,240.414,Octachlorodibenzofuran  ,O[1]C[2]C(C[4]C@1=C(C(=C(C=@4Cl)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-12.79,8.41,244.721,Octachlorodibenzo-p-dioxin  ,C[1]C(OC[4]C(O@1)=C(C(=C(C=@4Cl)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-10.14,7.91,247.196,"2,2',3,4,4',5,5',6-Octachlorodiphenyl ether  ",O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
